Wage,Age,Club,League,Nation,Position,Apps,Caps
476000.0,22,Valencia,La Liga,POR,Midfilder,98,0
473000.0,23,VfL Bochum,Bundesliga,SRB,Defender,98,1
471000.0,27,Toulouse FC,Ligue 1 Uber Eats,ENG,Forward,200,0
471000.0,29,Toulouse FC,Ligue 1 Uber Eats,FRA,Goalkeeper,153,0
467000.0,28,FC Lorient,Ligue 1 Uber Eats,FRA,Defender,190,0
467000.0,22,FC Lorient,Ligue 1 Uber Eats,SEN,Forward,53,11
467000.0,23,FC Lorient,Ligue 1 Uber Eats,MLI,Forward,103,14
466000.0,30,Salernitana,Serie A,SVK,Defender,242,30
464000.0,36,Troyes,Ligue 1 Uber Eats,FRA,Defender,407,36
464000.0,26,Montpellier,Ligue 1 Uber Eats,URU,Defender,142,3
464000.0,24,Troyes,Ligue 1 Uber Eats,POR,Defender,115,0
463000.0,33,SC Freiburg,Bundesliga,GER,Forward,446,2
462000.0,37,Vigo,La Liga,BRA,Goalkeeper,422,10
462000.0,24,Espanyol,La Liga,ESP,Defender,141,0
461000.0,18,Juventus,Serie A,ENG,Midfilder,1,0
459000.0,29,SC Freiburg,Bundesliga,GER,Goalkeeper,224,0
459000.0,27,FC Nantes,Ligue 1 Uber Eats,CMR,Defender,237,11
457000.0,27,Brianza,Serie A,CRO,Forward,280,2
455000.0,23,Cremonese,Serie A,ITA,Forward,70,0
453000.0,20,VfB Stuttgart,Bundesliga,POR,Forward,66,0
452000.0,25,Chaves,Primiera Liga,RSA,Forward,163,13
452000.0,29,RC Lens,Ligue 1 Uber Eats,COL,Defender,214,3
451000.0,32,Getafe,La Liga,SRB,Defender,306,32
451000.0,30,Vigo,La Liga,ARG,Defender,173,0
451000.0,30,Cadiz,La Liga,ESP,Forward,275,0
450000.0,24,Espanyol,La Liga,ESP,Forward,156,0
448000.0,20,Eintracht Frankfurt,Bundesliga,GER,Defender,62,0
448000.0,24,Sampdoria,Serie A,ALG,Midfilder,98,0
448000.0,29,VfB Stuttgart,Bundesliga,JPN,Defender,353,41
448000.0,24,1. FC Koln,Bundesliga,GRE,Midfilder,155,23
448000.0,25,Clermont,Ligue 1 Uber Eats,BEL,Defender,144,0
448000.0,24,1. FC Koln,Bundesliga,GER,Forward,169,0
448000.0,32,VfL Bochum,Bundesliga,CRC,Defender,241,79
448000.0,19,Valencia,La Liga,USA,Midfilder,88,19
448000.0,21,Cremonese,Serie A,AUT,Defender,127,0
448000.0,24,Union Berlin,Bundesliga,NED,Defender,150,0
448000.0,30,Strasbourg,Ligue 1 Uber Eats,FRA,Defender,201,0
445000.0,30,Atletico Pamplona,La Liga,SRB,Midfilder,261,3
441000.0,29,Angers SCO,Ligue 1 Uber Eats,SVN,Defender,285,20
441000.0,24,Reims,Ligue 1 Uber Eats,NED,Defender,123,0
441000.0,24,Torino,Serie A,GLP,Defender,121,4
441000.0,22,Angers SCO,Ligue 1 Uber Eats,FRA,Defender,42,0
441000.0,19,Verona,Serie A,ITA,Defender,1,0
441000.0,18,Verona,Serie A,ITA,Defender,4,0
440000.0,20,Santa Clara,Primiera Liga,BRA,Forward,21,0
440000.0,23,Sassuolo,Serie A,TUR,Defender,172,18
440000.0,26,Bologna,Serie A,GRE,Defender,164,5
438000.0,28,Almeria,La Liga,BRA,Defender,188,0
438000.0,21,Almeria,La Liga,POR,Midfilder,90,0
438000.0,23,A. Bilbao,La Liga,ESP,Midfilder,160,0
437000.0,27,Benfica,Primiera Liga,POR,Midfilder,198,0
436000.0,23,Sporting CP,Primiera Liga,POR,Midfilder,83,0
436000.0,24,Vallecano,La Liga,GHA,Defender,107,0
436000.0,33,Elche,La Liga,ESP,Defender,413,0
436000.0,32,Elche,La Liga,ESP,Defender,405,0
436000.0,33,Valladolid,La Liga,ESP,Defender,271,0
436000.0,26,Mallorca,La Liga,SVK,Defender,290,13
436000.0,26,Mallorca,La Liga,SEN,Forward,180,4
435000.0,27,Toulouse FC,Ligue 1 Uber Eats,DEN,Defender,227,0
435000.0,27,Brest,Ligue 1 Uber Eats,BEN,Forward,230,42
435000.0,25,Brest,Ligue 1 Uber Eats,POR,Midfilder,193,0
432000.0,26,Espanyol,La Liga,ESP,Defender,212,0
432000.0,29,FC Porto,Primiera Liga,BRA,Forward,220,0
431000.0,26,Verona,Serie A,ITA,Goalkeeper,219,0
430000.0,22,VfL Bochum,Bundesliga,GER,Midfilder,23,0
430000.0,30,Union Berlin,Bundesliga,GER,Defender,333,0
430000.0,28,Almeria,La Liga,ESP,Midfilder,261,0
430000.0,24,Espanyol,La Liga,ESP,Defender,163,1
430000.0,24,Borussia M'gladbach,Bundesliga,FRA,Defender,11,0
430000.0,27,VfL Bochum,Bundesliga,PHI,Defender,181,2
430000.0,18,Hoffenheim,Bundesliga,GER,Midfilder,6,0
430000.0,24,FC Augsburg,Bundesliga,FIN,Midfilder,109,20
428000.0,29,Troyes,Ligue 1 Uber Eats,GUF,Defender,198,2
428000.0,29,Clermont,Ligue 1 Uber Eats,KOS,Midfilder,258,22
428000.0,23,Troyes,Ligue 1 Uber Eats,CAN,Forward,142,6
428000.0,34,Clermont,Ligue 1 Uber Eats,FRA,Midfilder,417,0
427000.0,28,FC Porto,Primiera Liga,POR,Defender,232,0
426000.0,22,Salernitana,Serie A,CHI,Forward,98,9
426000.0,26,Brianza,Serie A,BRA,Defender,171,0
426000.0,27,BRG,Primiera Liga,POR,Forward,280,4
426000.0,20,Montpellier,Ligue 1 Uber Eats,FRA,Midfilder,91,0
421000.0,24,Arouca,Primiera Liga,CIV,Midfilder,122,1
421000.0,25,Cremonese,Serie A,CHI,Midfilder,163,12
420000.0,20,FC Nantes,Ligue 1 Uber Eats,FRA,Defender,35,0
417000.0,30,RC Lens,Ligue 1 Uber Eats,CPV,Defender,186,13
416000.0,23,Wolves,Premier League,POR,Defender,43,0
416000.0,23,VTSC,Primiera Liga,IRL,Midfilder,60,0
416000.0,21,Angers SCO,Ligue 1 Uber Eats,SEN,Forward,28,4
416000.0,18,Brighton,Premier League,SWE,Midfilder,37,0
416000.0,20,FC Augsburg,Bundesliga,FRA,Forward,80,0
415000.0,31,Cadiz,La Liga,ESP,Midfilder,354,0
415000.0,20,Udinese,Serie A,SRB,Midfilder,42,0
413000.0,23,AS Monaco,Ligue 1 Uber Eats,FRA,Midfilder,111,0
413000.0,22,LOSC,Ligue 1 Uber Eats,POR,Defender,68,0
412000.0,22,Salernitana,Serie A,CRO,Defender,125,4
412000.0,35,Angers SCO,Ligue 1 Uber Eats,FRA,Midfilder,359,0
412000.0,31,SC Freiburg,Bundesliga,GER,Defender,234,0
412000.0,24,Valencia,La Liga,SUI,Defender,151,9
412000.0,29,Sporting CP,Primiera Liga,POR,Defender,133,0
412000.0,19,Valencia,La Liga,ESP,Defender,37,0
411000.0,21,Verona,Serie A,COL,Defender,45,0
411000.0,24,Montpellier,Ligue 1 Uber Eats,FRA,Midfilder,157,0
410000.0,30,Almeria,La Liga,BRA,Forward,267,0
408000.0,29,Mallorca,La Liga,ESP,Midfilder,283,0
408000.0,31,Mallorca,La Liga,FRA,Midfilder,209,5
408000.0,34,Mallorca,La Liga,ESP,Defender,412,0
408000.0,34,Mallorca,La Liga,ESP,Midfilder,494,0
408000.0,33,Girona,La Liga,COL,Defender,395,0
408000.0,35,Mallorca,La Liga,ESP,Forward,501,0
405000.0,29,Torino,Serie A,FRA,Defender,180,0
404000.0,28,Angers SCO,Ligue 1 Uber Eats,FRA,Forward,212,0
403000.0,28,SC Freiburg,Bundesliga,GER,Forward,296,0
403000.0,29,Valencia,La Liga,GLP,Defender,243,2
403000.0,22,BRG,Primiera Liga,ESP,Defender,144,0
403000.0,24,Real Hispalis,La Liga,ESP,Goalkeeper,101,0
403000.0,21,Villarreal,La Liga,ESP,Defender,99,0
403000.0,20,Vigo,La Liga,ESP,Midfilder,76,0
401000.0,30,BRG,Primiera Liga,BRA,Goalkeeper,214,0
399000.0,20,Elche,La Liga,ESP,Defender,42,0
399000.0,26,Elche,La Liga,ARG,Forward,207,1
399000.0,20,Bologna,Serie A,URU,Defender,44,0
398000.0,26,Toulouse FC,Ligue 1 Uber Eats,SUI,Midfilder,213,0
398000.0,25,Toulouse FC,Ligue 1 Uber Eats,DEN,Defender,104,0
398000.0,26,Toulouse FC,Ligue 1 Uber Eats,BRA,Forward,202,0
398000.0,21,Villarreal,La Liga,ESP,Forward,63,0
397000.0,28,Sampdoria,Serie A,ITA,Defender,337,0
397000.0,23,Parthenope,Serie A,ITA,Forward,130,1
395000.0,21,FC Lorient,Ligue 1 Uber Eats,FRA,Midfilder,86,0
395000.0,27,AJ Auxerre,Ligue 1 Uber Eats,SEN,Forward,264,23
395000.0,32,FC Lorient,Ligue 1 Uber Eats,FRA,Defender,392,0
393000.0,22,OL,Ligue 1 Uber Eats,BRA,Forward,24,0
393000.0,22,Empoli,Serie A,POL,Defender,90,3
392000.0,25,BRG,Primiera Liga,POR,Midfilder,162,0
392000.0,25,FC Porto,Primiera Liga,POR,Midfilder,114,0
392000.0,28,FC Porto,Primiera Liga,BRA,Goalkeeper,79,0
392000.0,23,Girona,La Liga,ESP,Midfilder,148,0
392000.0,24,Reims,Ligue 1 Uber Eats,NED,Forward,121,0
390000.0,19,Chelsea,Premier League,ENG,Defender,0,0
390000.0,18,Leicester,Premier League,ENG,Midfilder,1,0
388000.0,32,Atletico Pamplona,La Liga,ESP,Forward,415,0
388000.0,30,Atletico Pamplona,La Liga,ESP,Defender,236,0
388000.0,27,Atletico Pamplona,La Liga,ESP,Defender,216,0
387000.0,21,VfB Stuttgart,Bundesliga,FRA,Defender,60,0
383000.0,26,Almeria,La Liga,SRB,Defender,200,0
383000.0,20,Almeria,La Liga,MLI,Forward,65,13
382000.0,21,Valladolid,La Liga,ECU,Midfilder,83,33
381000.0,26,FC Augsburg,Bundesliga,DEN,Defender,142,0
381000.0,22,SC Freiburg,Bundesliga,KOR,Midfilder,111,7
381000.0,18,Benfica,Primiera Liga,POR,Defender,10,0
381000.0,26,VfB Stuttgart,Bundesliga,GER,Forward,225,0
381000.0,26,Brest,Ligue 1 Uber Eats,HON,Forward,204,56
381000.0,23,Eintracht Frankfurt,Bundesliga,BRA,Defender,65,0
381000.0,25,Eintracht Frankfurt,Bundesliga,POR,Defender,135,0
381000.0,26,Eintracht Frankfurt,Bundesliga,JPN,Midfilder,203,19
381000.0,25,VfB Stuttgart,Bundesliga,GER,Defender,166,0
381000.0,25,Valladolid,La Liga,ESP,Midfilder,170,0
381000.0,30,Mallorca,La Liga,ESP,Defender,348,0
379000.0,24,Brianza,Serie A,POR,Forward,150,0
379000.0,29,Cadiz,La Liga,ESP,Defender,305,0
374000.0,22,Valencia,La Liga,ESP,Defender,125,2
369000.0,22,Salento,Serie A,ITA,Defender,56,0
368000.0,34,Cadiz,La Liga,ESP,Midfilder,382,0
367000.0,28,Angers SCO,Ligue 1 Uber Eats,BEN,Defender,210,17
365000.0,26,BRG,Primiera Liga,LBY,Midfilder,120,40
365000.0,22,BRG,Primiera Liga,ESP,Forward,133,2
364000.0,18,Tottenham,Premier League,ENG,Forward,0,0
364000.0,19,Man City,Premier League,NOR,Midfilder,1,0
364000.0,19,Man City,Premier League,ENG,Defender,3,0
364000.0,19,Brentford,Premier League,ENG,Goalkeeper,0,0
364000.0,24,Valencia,La Liga,ESP,Defender,98,0
364000.0,18,Tottenham,Premier League,ENG,Midfilder,0,0
363000.0,22,Torino,Serie A,FRA,Midfilder,52,0
362000.0,22,Brest,Ligue 1 Uber Eats,FRA,Defender,72,0
362000.0,24,Brest,Ligue 1 Uber Eats,FRA,Midfilder,56,0
362000.0,22,Toulouse FC,Ligue 1 Uber Eats,MAR,Forward,118,11
362000.0,26,Brest,Ligue 1 Uber Eats,FRA,Forward,174,0
361000.0,28,AS Monaco,Ligue 1 Uber Eats,CHI,Defender,176,40
359000.0,27,Valladolid,La Liga,ESP,Midfilder,265,0
359000.0,32,AJ Auxerre,Ligue 1 Uber Eats,COM,Midfilder,311,52
359000.0,27,Eintracht Frankfurt,Bundesliga,GER,Defender,224,0
359000.0,19,Montpellier,Ligue 1 Uber Eats,FRA,Forward,57,0
359000.0,22,Valencia,La Liga,ESP,Forward,150,0
357000.0,22,Real Hispalis,La Liga,ESP,Defender,80,1
356000.0,25,Clermont,Ligue 1 Uber Eats,POL,Defender,219,1
356000.0,27,Clermont,Ligue 1 Uber Eats,FRA,Forward,171,0
356000.0,25,Clermont,Ligue 1 Uber Eats,FRA,Defender,90,0
355000.0,30,Almeria,La Liga,ESP,Midfilder,391,0
355000.0,29,Sampdoria,Serie A,GRE,Defender,146,6
353000.0,23,Torino,Serie A,ITA,Defender,72,0
353000.0,32,Cremonese,Serie A,ITA,Midfilder,400,0
353000.0,29,Valladolid,La Liga,ESP,Midfilder,363,0
353000.0,22,Mallorca,La Liga,ESP,Defender,119,0
353000.0,24,Elche,La Liga,FRA,Midfilder,179,0
352000.0,27,Verona,Serie A,ITA,Goalkeeper,125,0
352000.0,19,Verona,Serie A,GHA,Midfilder,5,0
351000.0,26,BRG,Primiera Liga,FRA,Forward,152,0
349000.0,35,OL,Ligue 1 Uber Eats,FRA,Goalkeeper,322,0
349000.0,20,OL,Ligue 1 Uber Eats,FRA,Forward,15,0
349000.0,23,Verona,Serie A,SWE,Defender,119,0
348000.0,27,VfL Bochum,Bundesliga,JPN,Forward,206,36
347000.0,20,Real San Sebastian,La Liga,ESP,Midfilder,61,0
347000.0,34,Valencia,La Liga,ESP,Goalkeeper,311,0
345000.0,20,VfB Stuttgart,Bundesliga,FRA,Midfilder,11,0
344000.0,28,Espanyol,La Liga,ESP,Defender,207,0
344000.0,19,OL,Ligue 1 Uber Eats,FRA,Defender,30,0
344000.0,24,Mainz 05,Bundesliga,GER,Goalkeeper,76,0
343000.0,32,BRG,Primiera Liga,POR,Midfilder,414,17
343000.0,26,FC Nantes,Ligue 1 Uber Eats,COD,Midfilder,104,15
343000.0,27,MRT,Primiera Liga,COL,Forward,207,0
341000.0,35,Hertha Berlin,Bundesliga,GHA,Midfilder,393,15
341000.0,21,Eintracht Frankfurt,Bundesliga,GER,Midfilder,39,0
340000.0,24,Spezia,Serie A,POL,Defender,156,0
338000.0,19,Chelsea,Premier League,ENG,Midfilder,0,0
338000.0,22,RC Lens,Ligue 1 Uber Eats,CMR,Midfilder,56,9
338000.0,29,RC Lens,Ligue 1 Uber Eats,MLI,Defender,186,13
337000.0,33,Getafe,La Liga,ESP,Forward,446,1
337000.0,28,Getafe,La Liga,ARG,Defender,133,0
336000.0,26,Union Berlin,Bundesliga,SRB,Midfilder,186,0
336000.0,24,Montpellier,Ligue 1 Uber Eats,FRA,Defender,122,0
336000.0,20,Verona,Serie A,NED,Forward,6,0
336000.0,27,VfL Bochum,Bundesliga,GER,Midfilder,225,0
336000.0,20,Brentford,Premier League,GER,Forward,51,0
336000.0,29,VfL Bochum,Bundesliga,GER,Forward,315,0
336000.0,30,VfL Bochum,Bundesliga,BRA,Defender,297,0
336000.0,27,Valladolid,La Liga,CAN,Forward,209,52
336000.0,20,Empoli,Serie A,BEL,Defender,22,0
332000.0,25,Atletico Pamplona,La Liga,ESP,Midfilder,264,0
332000.0,26,Verona,Serie A,AUS,Midfilder,128,19
330000.0,29,Angers SCO,Ligue 1 Uber Eats,FRA,Midfilder,217,0
329000.0,23,VfL Bochum,Bundesliga,ENG,Defender,53,0
328000.0,24,Udinese,Serie A,GNB,Forward,152,0
328000.0,23,Fiorentina,Serie A,SRB,Defender,42,5
328000.0,27,Verona,Serie A,POL,Defender,254,8
328000.0,24,FC Lorient,Ligue 1 Uber Eats,FRA,Midfilder,142,0
325000.0,24,Vallecano,La Liga,ESP,Defender,152,0
325000.0,27,Valladolid,La Liga,ESP,Defender,257,0
325000.0,21,LOSC,Ligue 1 Uber Eats,FRA,Defender,76,0
325000.0,20,Villarreal,La Liga,DEN,Goalkeeper,30,0
325000.0,23,Brest,Ligue 1 Uber Eats,MAR,Defender,91,2
323000.0,22,OGC Nice,Ligue 1 Uber Eats,ALG,Forward,62,3
323000.0,20,Hertha Berlin,Bundesliga,GER,Defender,36,0
321000.0,28,BRG,Primiera Liga,POR,Forward,227,0
320000.0,33,Clermont,Ligue 1 Uber Eats,FRA,Defender,356,0
320000.0,25,Clermont,Ligue 1 Uber Eats,BRA,Defender,91,0
319000.0,26,Salento,Serie A,ITA,Goalkeeper,85,0
319000.0,20,Capitoline,Serie A,ITA,Midfilder,13,0
319000.0,22,Salento,Serie A,ITA,Defender,53,0
319000.0,36,Udinese,Serie A,ITA,Goalkeeper,176,0
319000.0,20,Troyes,Ligue 1 Uber Eats,FRA,Midfilder,63,0
316000.0,22,Rennes,Ligue 1 Uber Eats,FRA,Defender,34,0
315000.0,26,Espanyol,La Liga,ESP,Midfilder,225,0
315000.0,28,Vigo,La Liga,POR,Forward,178,2
315000.0,21,Real San Sebastian,La Liga,ESP,Defender,65,0
315000.0,37,AC Ajaccio,Ligue 1 Uber Eats,FRA,Midfilder,480,0
315000.0,28,OL,Ligue 1 Uber Eats,BRA,Defender,142,0
314000.0,22,VfB Stuttgart,Bundesliga,COL,Forward,82,0
314000.0,30,SC Freiburg,Bundesliga,GER,Defender,202,0
314000.0,29,SC Freiburg,Bundesliga,NED,Goalkeeper,175,4
314000.0,22,BVT,Primiera Liga,SVK,Forward,117,25
314000.0,25,FC Nantes,Ligue 1 Uber Eats,ESP,Midfilder,116,0
312000.0,30,Newcastle,Premier League,ENG,Goalkeeper,253,0
312000.0,20,Man City,Premier League,ENG,Forward,7,0
312000.0,18,Man City,Premier League,NED,Goalkeeper,0,0
312000.0,22,Brighton,Premier League,ENG,Goalkeeper,33,0
312000.0,18,Southampton,Premier League,ESP,Defender,0,0
312000.0,25,Strasbourg,Ligue 1 Uber Eats,FRA,Defender,81,0
311000.0,21,A. Bilbao,La Liga,ESP,Goalkeeper,63,0
310000.0,29,VfL Bochum,Bundesliga,POL,Midfilder,271,21
310000.0,26,Brest,Ligue 1 Uber Eats,FRA,Midfilder,201,0
310000.0,36,VfL Bochum,Bundesliga,FRA,Midfilder,536,0
309000.0,25,Brest,Ligue 1 Uber Eats,FRA,Defender,171,0
309000.0,31,AJ Auxerre,Ligue 1 Uber Eats,FRA,Midfilder,336,0
309000.0,24,Montpellier,Ligue 1 Uber Eats,ENG,Forward,155,0
309000.0,28,Brest,Ligue 1 Uber Eats,ALG,Midfilder,264,10
307000.0,21,OGC Nice,Ligue 1 Uber Eats,FRA,Midfilder,55,0
307000.0,21,FC Nantes,Ligue 1 Uber Eats,FRA,Forward,58,0
304000.0,28,Atletico Pamplona,La Liga,ESP,Midfilder,211,0
303000.0,22,Girona,La Liga,ESP,Midfilder,79,0
303000.0,20,P. Ferreira,Primiera Liga,POR,Midfilder,48,0
302000.0,18,Sampdoria,Serie A,TUR,Midfilder,13,0
302000.0,24,AJ Auxerre,Ligue 1 Uber Eats,GHA,Defender,137,11
302000.0,32,Brianza,Serie A,ITA,Defender,274,0
301000.0,26,VfL Bochum,Bundesliga,CGO,Forward,167,18
301000.0,21,Schalke 04,Bundesliga,JPN,Midfilder,29,0
301000.0,24,Union Berlin,Bundesliga,GER,Defender,120,0
301000.0,19,VfB Stuttgart,Bundesliga,GER,Forward,15,0
301000.0,22,Schalke 04,Bundesliga,GER,Defender,79,0
300000.0,24,Real Hispalis,La Liga,CIV,Midfilder,134,4
300000.0,20,Capitoline,Serie A,ITA,Goalkeeper,0,0
299000.0,32,Almeria,La Liga,POR,Forward,240,2
299000.0,24,Almeria,La Liga,FRA,Defender,109,0
299000.0,21,Almeria,La Liga,ESP,Midfilder,37,0
298000.0,32,Strasbourg,Ligue 1 Uber Eats,FRA,Defender,280,0
298000.0,27,Strasbourg,Ligue 1 Uber Eats,UKR,Defender,230,26
298000.0,25,Cadiz,La Liga,ESP,Forward,197,0
298000.0,25,Elche,La Liga,ESP,Midfilder,175,0
298000.0,27,Girona,La Liga,ESP,Midfilder,250,0
298000.0,30,Elche,La Liga,CHI,Defender,287,33
298000.0,29,Mallorca,La Liga,SRB,Defender,208,34
298000.0,29,Elche,La Liga,ESP,Forward,317,0
298000.0,26,Mallorca,La Liga,GHA,Midfilder,205,18
293000.0,23,Estoril Praia,Primiera Liga,FRA,Midfilder,75,0
293000.0,26,Reims,Ligue 1 Uber Eats,ZIM,Midfilder,150,22
293000.0,23,LOSC,Ligue 1 Uber Eats,SWE,Defender,151,0
292000.0,26,BRG,Primiera Liga,BRA,Defender,121,0
291000.0,23,Hertha Berlin,Bundesliga,DEN,Goalkeeper,76,1
291000.0,22,FC Porto,Primiera Liga,ENG,Forward,94,0
291000.0,30,BRG,Primiera Liga,POR,Defender,300,1
291000.0,27,Union Berlin,Bundesliga,GER,Midfilder,200,0
291000.0,41,Reims,Ligue 1 Uber Eats,FRA,Goalkeeper,665,0
291000.0,27,Angers SCO,Ligue 1 Uber Eats,SEN,Midfilder,197,7
290000.0,32,BRG,Primiera Liga,POR,Defender,267,0
290000.0,31,FC Nantes,Ligue 1 Uber Eats,FRA,Defender,359,1
289000.0,25,Toulouse FC,Ligue 1 Uber Eats,CHI,Defender,167,13
289000.0,24,Brest,Ligue 1 Uber Eats,FRA,Forward,109,0
287000.0,23,Angers SCO,Ligue 1 Uber Eats,SEN,Forward,141,0
287000.0,34,FC Lorient,Ligue 1 Uber Eats,ITA,Goalkeeper,219,0
287000.0,29,AJ Auxerre,Ligue 1 Uber Eats,BRA,Defender,191,0
287000.0,26,FC Lorient,Ligue 1 Uber Eats,NGA,Midfilder,132,4
286000.0,25,Espanyol,La Liga,ALB,Midfilder,178,21
286000.0,21,Espanyol,La Liga,ESP,Defender,49,0
285000.0,34,BRG,Primiera Liga,POR,Midfilder,395,0
284000.0,25,Troyes,Ligue 1 Uber Eats,MLI,Defender,122,10
284000.0,21,Troyes,Ligue 1 Uber Eats,FRA,Defender,17,0
284000.0,21,Clermont,Ligue 1 Uber Eats,AUT,Midfilder,73,0
282000.0,23,Girona,La Liga,ARG,Forward,127,0
282000.0,19,Empoli,Serie A,ITA,Midfilder,0,0
281000.0,24,Valencia,La Liga,ESP,Goalkeeper,83,0
280000.0,30,AJ Auxerre,Ligue 1 Uber Eats,MLI,Midfilder,303,10
280000.0,28,FC Porto,Primiera Liga,POR,Defender,217,0
280000.0,30,FC Porto,Primiera Liga,POR,Goalkeeper,267,1
280000.0,25,AC Ajaccio,Ligue 1 Uber Eats,FRA,Midfilder,140,0
280000.0,24,AC Ajaccio,Ligue 1 Uber Eats,CMR,Defender,145,0
279000.0,25,Reims,Ligue 1 Uber Eats,CIV,Defender,76,2
278000.0,25,Casa Pia,Primiera Liga,JPN,Defender,199,6
276000.0,24,Spezia,Serie A,ESP,Defender,125,0
276000.0,28,Santa Clara,Primiera Liga,GNB,Defender,202,19
276000.0,19,Sporting CP,Primiera Liga,ARG,Midfilder,34,0
276000.0,19,Sporting CP,Primiera Liga,POR,Forward,35,0
274000.0,24,SV Werder,Bundesliga,GER,Midfilder,171,0
273000.0,24,1. FC Koln,Bundesliga,GER,Forward,121,0
272000.0,26,AJ Auxerre,Ligue 1 Uber Eats,FRA,Forward,139,0
270000.0,25,RC Lens,Ligue 1 Uber Eats,FRA,Defender,138,0
270000.0,27,Clermont,Ligue 1 Uber Eats,GAB,Midfilder,185,17
270000.0,21,Girona,La Liga,ESP,Defender,45,0
270000.0,31,Vallecano,La Liga,ESP,Midfilder,375,0
270000.0,27,Elche,La Liga,ESP,Midfilder,277,0
270000.0,28,Valladolid,La Liga,URU,Defender,202,0
269000.0,18,Borussia Dortmund,Bundesliga,ENG,Forward,7,0
269000.0,20,1. FC Koln,Bundesliga,GER,Forward,48,0
269000.0,24,Valladolid,La Liga,CMR,Midfilder,120,17
269000.0,34,VfL Bochum,Bundesliga,GER,Goalkeeper,211,0
269000.0,31,RB Leipzig,Bundesliga,NOR,Goalkeeper,210,38
269000.0,27,Clermont,Ligue 1 Uber Eats,TUN,Forward,157,27
269000.0,24,VfL Bochum,Bundesliga,SWE,Goalkeeper,128,0
269000.0,24,VfB Stuttgart,Bundesliga,GER,Goalkeeper,135,0
269000.0,26,Empoli,Serie A,NGA,Defender,136,10
269000.0,26,Salernitana,Serie A,SVN,Midfilder,269,24
268000.0,23,Strasbourg,Ligue 1 Uber Eats,FRA,Defender,48,0
264000.0,29,Cadiz,La Liga,ESP,Defender,313,0
264000.0,27,Cadiz,La Liga,ESP,Forward,183,0
263000.0,32,Almeria,La Liga,ESP,Goalkeeper,236,0
262000.0,18,Empoli,Serie A,POL,Midfilder,27,0
261000.0,33,Valladolid,La Liga,ESP,Goalkeeper,268,0
261000.0,26,Valladolid,La Liga,ESP,Midfilder,160,0
260000.0,38,Everton,Premier League,ENG,Goalkeeper,346,0
260000.0,25,Troyes,Ligue 1 Uber Eats,POL,Goalkeeper,165,0
260000.0,19,Arsenal,Premier League,ROU,Midfilder,23,0
260000.0,18,Wolves,Premier League,JAM,Defender,1,0
260000.0,19,Wolves,Premier League,ESP,Defender,0,0
260000.0,20,Man UFC,Premier League,ENG,Defender,18,0
260000.0,18,Man City,Premier League,NIR,Defender,2,4
260000.0,18,Arsenal,Premier League,ENG,Forward,2,0
260000.0,18,Crystal Palace,Premier League,IRL,Defender,0,0
260000.0,19,Southampton,Premier League,ENG,Forward,0,0
260000.0,18,Leeds,Premier League,ENG,Midfilder,1,0
260000.0,21,AJ Auxerre,Ligue 1 Uber Eats,FRA,Midfilder,98,0
260000.0,20,Girona,La Liga,BRA,Defender,55,0
260000.0,22,Man UFC,Premier League,ENG,Goalkeeper,77,0
260000.0,19,Chelsea,Premier League,NOR,Forward,33,0
260000.0,20,Newcastle,Premier League,SCO,Defender,1,0
260000.0,20,Aston Villa,Premier League,FIN,Goalkeeper,22,0
260000.0,20,West Ham,Premier League,IRL,Midfilder,17,0
260000.0,20,Nottm Forest,Premier League,USA,Forward,65,0
260000.0,19,Wolves,Premier League,ENG,Defender,47,0
260000.0,22,SV Werder,Bundesliga,AUT,Forward,155,0
259000.0,27,Clermont,Ligue 1 Uber Eats,SRB,Forward,190,0
258000.0,23,FC Lorient,Ligue 1 Uber Eats,CIV,Midfilder,93,0
258000.0,20,FC Lorient,Ligue 1 Uber Eats,FRA,Midfilder,72,0
258000.0,26,FC Lorient,Ligue 1 Uber Eats,BRA,Defender,139,0
258000.0,29,AJ Auxerre,Ligue 1 Uber Eats,FRA,Defender,214,0
258000.0,31,AJ Auxerre,Ligue 1 Uber Eats,CPV,Forward,246,3
258000.0,33,VTSC,Primiera Liga,POR,Midfilder,336,4
258000.0,18,Sporting CP,Primiera Liga,GHA,Midfilder,7,12
258000.0,33,Eintracht Frankfurt,Bundesliga,GER,Goalkeeper,162,0
258000.0,30,Brest,Ligue 1 Uber Eats,FRA,Defender,243,0
257000.0,22,Espanyol,La Liga,ESP,Midfilder,147,0
257000.0,24,Espanyol,La Liga,ESP,Forward,144,1
256000.0,20,AS Monaco,Ligue 1 Uber Eats,BEL,Midfilder,30,0
255000.0,26,FC Nantes,Ligue 1 Uber Eats,FRA,Midfilder,193,0
255000.0,26,Troyes,Ligue 1 Uber Eats,GNB,Midfilder,198,17
254000.0,25,Empoli,Serie A,ITA,Goalkeeper,89,0
252000.0,26,AC Ajaccio,Ligue 1 Uber Eats,CGO,Defender,115,16
252000.0,26,AC Ajaccio,Ligue 1 Uber Eats,BFA,Forward,194,39
251000.0,25,Montpellier,Ligue 1 Uber Eats,SEN,Goalkeeper,118,2
250000.0,21,Empoli,Serie A,NZL,Defender,133,12
248000.0,23,Union Berlin,Bundesliga,POR,Defender,106,0
247000.0,20,Atletico Pamplona,La Liga,ESP,Forward,101,0
