@relation R_data_frame

@attribute Year numeric
@attribute Station {Ambagan_ctg,Barisal,Bhola,Bogra,Chandpur,Chittagong,Comilla,CoxsBazar,Dhaka,Dinajpur,Faridpur,Feni,Hatiya,Ishurdi,Jessore,Khepupara,Khulna,Kutubdia,M.court,Madaripur,Mongla,Mymensingh,Patuakhali,Rajshahi,Rangamati,Rangpur,Sandwip,Satkhira,Sitakunda,Srimangal,Sylhet,Tangail,Teknaf}
@attribute Month {April,August,December,February,January,July,June,March,May,November,October,September}
@attribute Rainfall numeric

@data
1984,Khepupara,August,683
1984,Khepupara,September,195
1984,Khepupara,October,63
1984,Khepupara,November,0
1984,Khepupara,December,0
1984,Khulna,January,32
1984,Khulna,February,1
1984,Khulna,March,0
1984,Khulna,April,97
1984,Khulna,May,227
1984,Khulna,June,783
1984,Khulna,July,300
1984,Khulna,August,486
1984,Khulna,September,159
1984,Khulna,October,80
1984,Khulna,November,0
1984,Khulna,December,6
1984,M.court,January,0
1984,M.court,February,0
1984,M.court,March,0
1984,M.court,April,0
1984,M.court,May,657
1984,M.court,June,957
1984,M.court,July,1390
1984,M.court,August,1223
1984,M.court,September,440
1984,M.court,October,132
1984,M.court,November,0
1984,M.court,December,0
1984,Madaripur,January,20
1984,Madaripur,February,0
1984,Madaripur,March,0
1984,Madaripur,April,99
1984,Madaripur,May,207
1984,Madaripur,June,765
1984,Madaripur,July,520
1984,Madaripur,August,812
1984,Madaripur,September,214
1984,Madaripur,October,133
1984,Madaripur,November,0
1984,Madaripur,December,20
1984,Mymensingh,January,13
1984,Mymensingh,February,0
1984,Mymensingh,March,15
1984,Mymensingh,April,28
1984,Mymensingh,May,476
1984,Mymensingh,June,512
1984,Mymensingh,July,689
1984,Mymensingh,August,257
1984,Mymensingh,September,468
1984,Mymensingh,October,221
1984,Mymensingh,November,0
1984,Mymensingh,December,0
1984,Patuakhali,January,11
1984,Patuakhali,February,0
1984,Patuakhali,March,0
1984,Patuakhali,April,82
1984,Patuakhali,May,204
1984,Patuakhali,June,669
1984,Patuakhali,July,417
1984,Patuakhali,August,632
1984,Patuakhali,September,182
1984,Patuakhali,October,174
1984,Patuakhali,November,0
1984,Patuakhali,December,2
1984,Rajshahi,January,31
1984,Rajshahi,February,1
1984,Rajshahi,March,0
1984,Rajshahi,April,10
1984,Rajshahi,May,94
1984,Rajshahi,June,325
1984,Rajshahi,July,294
1984,Rajshahi,August,321
1984,Rajshahi,September,297
1984,Rajshahi,October,202
1984,Rajshahi,November,0
1984,Rajshahi,December,0
1984,Rangamati,January,13
1984,Rangamati,February,0
1984,Rangamati,March,0
1984,Rangamati,April,45
1984,Rangamati,May,625
1984,Rangamati,June,449
1984,Rangamati,July,345
1984,Rangamati,August,371
1984,Rangamati,September,200
1984,Rangamati,October,82
1984,Rangamati,November,0
1984,Rangamati,December,1
1984,Rangpur,January,28
1984,Rangpur,February,4
1984,Rangpur,March,17
1984,Rangpur,April,116
1984,Rangpur,May,545
1984,Rangpur,June,989
1984,Rangpur,July,812
1984,Rangpur,August,376
1984,Rangpur,September,684
1984,Rangpur,October,172
1984,Rangpur,November,0
1984,Rangpur,December,5
1984,Sandwip,January,0
1984,Sandwip,February,0
1984,Sandwip,March,0
1984,Sandwip,April,180
1984,Sandwip,May,363
1984,Sandwip,June,747
1984,Sandwip,July,852
1984,Sandwip,August,237
1984,Sandwip,September,43
1984,Sandwip,October,207
1984,Sandwip,November,0
1984,Sandwip,December,9
1984,Satkhira,January,41
1984,Satkhira,February,1
1984,Satkhira,March,0
1984,Satkhira,April,102
1984,Satkhira,May,126
1984,Satkhira,June,656
1984,Satkhira,July,325
1984,Satkhira,August,351
1984,Satkhira,September,178
1984,Satkhira,October,72
1984,Satkhira,November,0
1984,Satkhira,December,1
1984,Sitakunda,January,0
1984,Sitakunda,February,0
1984,Sitakunda,March,0
1984,Sitakunda,April,177
1984,Sitakunda,May,585
1984,Sitakunda,June,638
1984,Sitakunda,July,1399
1984,Sitakunda,August,513
1984,Sitakunda,September,450
1984,Sitakunda,October,238
1984,Sitakunda,November,0
1984,Sitakunda,December,0
1984,Srimangal,January,0
1984,Srimangal,February,0
1984,Srimangal,March,12
1984,Srimangal,April,80
1984,Srimangal,May,1116
1984,Srimangal,June,409
1984,Srimangal,July,213
1984,Srimangal,August,362
1984,Srimangal,September,393
1984,Srimangal,October,153
1984,Srimangal,November,5
1984,Srimangal,December,2
1984,Sylhet,January,8
1984,Sylhet,February,4
1984,Sylhet,March,54
1984,Sylhet,April,296
1984,Sylhet,May,900
1984,Sylhet,June,596
1984,Sylhet,July,820
1984,Sylhet,August,336
1984,Sylhet,September,801
1984,Sylhet,October,300
1984,Sylhet,November,23
1984,Sylhet,December,48
1984,Teknaf,January,8
1984,Teknaf,February,0
1984,Teknaf,March,0
1984,Teknaf,April,90
1984,Teknaf,May,198
1984,Teknaf,June,1517
1984,Teknaf,July,971
1984,Teknaf,August,973
1984,Teknaf,September,240
1984,Teknaf,October,109
1984,Teknaf,November,0
1984,Teknaf,December,0
1985,Barisal,January,1
1985,Barisal,February,2
1985,Barisal,March,45
1985,Barisal,April,64
1985,Barisal,May,226
1985,Barisal,June,322
1985,Barisal,July,291
1985,Barisal,August,308
1985,Barisal,September,180
1985,Barisal,October,198
1985,Barisal,November,8
1985,Barisal,December,0
1985,Bhola,January,3
1985,Bhola,February,3
1985,Bhola,March,67
1985,Bhola,April,80
1985,Bhola,May,438
1985,Bhola,June,326
1985,Bhola,July,298
1985,Bhola,August,287
1985,Bhola,September,238
1985,Bhola,October,52
1985,Bhola,November,24
1985,Bhola,December,0
1985,Bogra,January,0
1985,Bogra,February,4
1985,Bogra,March,1
1985,Bogra,April,54
1985,Bogra,May,272
1985,Bogra,June,459
1985,Bogra,July,235
1985,Bogra,August,164
1985,Bogra,September,365
1985,Bogra,October,135
1985,Bogra,November,2
1985,Bogra,December,2
1985,Chandpur,January,1
1985,Chandpur,February,0
1985,Chandpur,March,371
1985,Chandpur,April,119
1985,Chandpur,May,515
1985,Chandpur,June,324
1985,Chandpur,July,341
1985,Chandpur,August,437
1985,Chandpur,September,536
1985,Chandpur,October,18
1985,Chandpur,November,0
1985,Chandpur,December,0
1985,Chittagong,January,17
1985,Chittagong,February,6
1985,Chittagong,March,88
1985,Chittagong,April,143
1985,Chittagong,May,511
1985,Chittagong,June,517
1985,Chittagong,July,1031
1985,Chittagong,August,469
1985,Chittagong,September,143
1985,Chittagong,October,47
1985,Chittagong,November,198
1985,Chittagong,December,2
1985,Comilla,January,3
1985,Comilla,February,6
1985,Comilla,March,75
1985,Comilla,April,151
1985,Comilla,May,301
1985,Comilla,June,264
1985,Comilla,July,208
1985,Comilla,August,345
1985,Comilla,September,266
1985,Comilla,October,22
1985,Comilla,November,0
1985,Comilla,December,0
1985,CoxsBazar,January,6
1985,CoxsBazar,February,1
1985,CoxsBazar,March,13
1985,CoxsBazar,April,68
1985,CoxsBazar,May,474
1985,CoxsBazar,June,652
1985,CoxsBazar,July,807
1985,CoxsBazar,August,530
1985,CoxsBazar,September,259
1985,CoxsBazar,October,61
1985,CoxsBazar,November,350
1985,CoxsBazar,December,0
1985,Dhaka,January,8
1985,Dhaka,February,1
1985,Dhaka,March,195
1985,Dhaka,April,176
1985,Dhaka,May,300
1985,Dhaka,June,399
1985,Dhaka,July,262
1985,Dhaka,August,317
1985,Dhaka,September,306
1985,Dhaka,October,79
1985,Dhaka,November,0
1985,Dhaka,December,10
1985,Dinajpur,January,0
1985,Dinajpur,February,5
1985,Dinajpur,March,1
1985,Dinajpur,April,17
1985,Dinajpur,May,146
1985,Dinajpur,June,551
1985,Dinajpur,July,484
1985,Dinajpur,August,278
1985,Dinajpur,September,326
1985,Dinajpur,October,282
1985,Dinajpur,November,0
1985,Dinajpur,December,7
1985,Faridpur,January,2
1985,Faridpur,February,2
1985,Faridpur,March,134
1985,Faridpur,April,175
1985,Faridpur,May,208
1985,Faridpur,June,219
1985,Faridpur,July,217
1985,Faridpur,August,214
1985,Faridpur,September,255
1985,Faridpur,October,56
1985,Faridpur,November,0
1985,Faridpur,December,0
1985,Feni,January,3
1985,Feni,February,5
1985,Feni,March,105
1985,Feni,April,133
1985,Feni,May,340
1985,Feni,June,713
1985,Feni,July,635
1985,Feni,August,650
1985,Feni,September,261
1985,Feni,October,23
1985,Feni,November,5
1985,Feni,December,1
1985,Hatiya,January,3
1985,Hatiya,February,2
1985,Hatiya,March,68
1985,Hatiya,April,123
1985,Hatiya,May,319
1985,Hatiya,June,703
1985,Hatiya,July,699
1985,Hatiya,August,627
1985,Hatiya,September,169
1985,Hatiya,October,33
1985,Hatiya,November,69
1985,Hatiya,December,2
1985,Ishurdi,January,2
1985,Ishurdi,February,0
1985,Ishurdi,March,19
1985,Ishurdi,April,35
1985,Ishurdi,May,155
1985,Ishurdi,June,212
1985,Ishurdi,July,220
1985,Ishurdi,August,182
1985,Ishurdi,September,221
1985,Ishurdi,October,132
1985,Ishurdi,November,0
1985,Ishurdi,December,0
1985,Jessore,January,46
1985,Jessore,February,4
1985,Jessore,March,50
1985,Jessore,April,2
1985,Jessore,May,179
1985,Jessore,June,318
1985,Jessore,July,251
1985,Jessore,August,300
1985,Jessore,September,237
1985,Jessore,October,189
1985,Jessore,November,0
1985,Jessore,December,0
1985,Khepupara,January,2
1985,Khepupara,February,25
1985,Khepupara,March,26
1985,Khepupara,April,16
1985,Khepupara,May,320
1985,Khepupara,June,537
1985,Khepupara,July,558
1985,Khepupara,August,340
1985,Khepupara,September,395
1985,Khepupara,October,127
1985,Khepupara,November,19
1985,Khepupara,December,0
1985,Khulna,January,9
1985,Khulna,February,6
1985,Khulna,March,30
1985,Khulna,April,35
1985,Khulna,May,158
1985,Khulna,June,308
1985,Khulna,July,161
1985,Khulna,August,344
1985,Khulna,September,143
1985,Khulna,October,136
1985,Khulna,November,12
1985,Khulna,December,0
1985,Kutubdia,January,0
1985,Kutubdia,February,0
1985,Kutubdia,March,31
1985,Kutubdia,April,199
1985,Kutubdia,May,399
1985,Kutubdia,June,421
1985,Kutubdia,July,808
1985,Kutubdia,August,489
1985,Kutubdia,September,195
1985,Kutubdia,October,51
1985,Kutubdia,November,188
1985,Kutubdia,December,0
1985,M.court,January,0
1985,M.court,February,0
1985,M.court,March,64
1985,M.court,April,36
1985,M.court,May,367
1985,M.court,June,525
1985,M.court,July,548
1985,M.court,August,780
1985,M.court,September,339
1985,M.court,October,49
1985,M.court,November,9
1985,M.court,December,0
1985,Madaripur,January,2
1985,Madaripur,February,0
1985,Madaripur,March,41
1985,Madaripur,April,32
1985,Madaripur,May,186
1985,Madaripur,June,801
1985,Madaripur,July,376
1985,Madaripur,August,498
1985,Madaripur,September,314
1985,Madaripur,October,140
1985,Madaripur,November,0
1985,Madaripur,December,0
1985,Mymensingh,January,9
1985,Mymensingh,February,37
1985,Mymensingh,March,2
1985,Mymensingh,April,190
1985,Mymensingh,May,260
1985,Mymensingh,June,94
1985,Mymensingh,July,251
1985,Mymensingh,August,250
1985,Mymensingh,September,357
1985,Mymensingh,October,104
1985,Mymensingh,November,0
1985,Mymensingh,December,5
1985,Patuakhali,January,3
1985,Patuakhali,February,31
1985,Patuakhali,March,49
1985,Patuakhali,April,19
1985,Patuakhali,May,295
1985,Patuakhali,June,361
1985,Patuakhali,July,392
1985,Patuakhali,August,346
1985,Patuakhali,September,216
1985,Patuakhali,October,80
1985,Patuakhali,November,38
1985,Patuakhali,December,0
1985,Rajshahi,January,4
1985,Rajshahi,February,7
1985,Rajshahi,March,3
1985,Rajshahi,April,71
1985,Rajshahi,May,190
1985,Rajshahi,June,232
1985,Rajshahi,July,274
1985,Rajshahi,August,146
1985,Rajshahi,September,233
1985,Rajshahi,October,77
1985,Rajshahi,November,3
1985,Rajshahi,December,12
1985,Rangamati,January,1
1985,Rangamati,February,0
1985,Rangamati,March,56
1985,Rangamati,April,35
1985,Rangamati,May,183
1985,Rangamati,June,413
1985,Rangamati,July,506
1985,Rangamati,August,422
1985,Rangamati,September,103
1985,Rangamati,October,35
1985,Rangamati,November,93
1985,Rangamati,December,6
1985,Rangpur,January,0
1985,Rangpur,February,33
1985,Rangpur,March,44
1985,Rangpur,April,237
1985,Rangpur,May,352
1985,Rangpur,June,569
1985,Rangpur,July,770
1985,Rangpur,August,331
1985,Rangpur,September,398
1985,Rangpur,October,127
1985,Rangpur,November,0
1985,Rangpur,December,21
1985,Sandwip,January,1
1985,Sandwip,February,1
1985,Sandwip,March,89
1985,Sandwip,April,156
1985,Sandwip,May,426
1985,Sandwip,June,792
1985,Sandwip,July,916
1985,Sandwip,August,799
1985,Sandwip,September,258
1985,Sandwip,October,104
1985,Sandwip,November,104
1985,Sandwip,December,0
1985,Satkhira,January,12
1985,Satkhira,February,6
1985,Satkhira,March,38
1985,Satkhira,April,75
1985,Satkhira,May,146
1985,Satkhira,June,291
1985,Satkhira,July,208
1985,Satkhira,August,314
1985,Satkhira,September,271
1985,Satkhira,October,143
1985,Satkhira,November,0
1985,Satkhira,December,0
1985,Sitakunda,January,4
1985,Sitakunda,February,2
1985,Sitakunda,March,81
1985,Sitakunda,April,56
1985,Sitakunda,May,460
1985,Sitakunda,June,471
1985,Sitakunda,July,765
1985,Sitakunda,August,443
1985,Sitakunda,September,162
1985,Sitakunda,October,83
1985,Sitakunda,November,88
1985,Sitakunda,December,18
1985,Srimangal,January,5
1985,Srimangal,February,46
1985,Srimangal,March,91
1985,Srimangal,April,0
1985,Srimangal,May,0
1985,Srimangal,June,0
1985,Srimangal,July,136
1985,Srimangal,August,214
1985,Srimangal,September,351
1985,Srimangal,October,50
1985,Srimangal,November,0
1985,Srimangal,December,0
1985,Sylhet,January,0
1985,Sylhet,February,27
1985,Sylhet,March,208
1985,Sylhet,April,541
1985,Sylhet,May,368
1985,Sylhet,June,1083
1985,Sylhet,July,670
1985,Sylhet,August,382
1985,Sylhet,September,596
1985,Sylhet,October,114
1985,Sylhet,November,0
1985,Sylhet,December,22
1985,Teknaf,January,8
1985,Teknaf,February,4
1985,Teknaf,March,11
1985,Teknaf,April,25
1985,Teknaf,May,325
1985,Teknaf,June,803
1985,Teknaf,July,983
1985,Teknaf,August,1093
1985,Teknaf,September,351
1985,Teknaf,October,137
1985,Teknaf,November,268
1985,Teknaf,December,0
1986,Barisal,January,6
1986,Barisal,February,0
1986,Barisal,March,7
1986,Barisal,April,102
1986,Barisal,May,181
1986,Barisal,June,254
1986,Barisal,July,381
1986,Barisal,August,252
1986,Barisal,September,526
1986,Barisal,October,135
1986,Barisal,November,274
1986,Barisal,December,1
1986,Bhola,January,10
1986,Bhola,February,0
1986,Bhola,March,1
1986,Bhola,April,202
1986,Bhola,May,308
1986,Bhola,June,288
1986,Bhola,July,458
1986,Bhola,August,386
1986,Bhola,September,563
1986,Bhola,October,159
1986,Bhola,November,236
1986,Bhola,December,0
1986,Bogra,January,3
1986,Bogra,February,4
1986,Bogra,March,0
1986,Bogra,April,128
1986,Bogra,May,210
1986,Bogra,June,163
1986,Bogra,July,446
1986,Bogra,August,225
1986,Bogra,September,462
1986,Bogra,October,467
1986,Bogra,November,19
1986,Bogra,December,13
1986,Chandpur,January,6
1986,Chandpur,February,0
1986,Chandpur,March,14
1986,Chandpur,April,123
1986,Chandpur,May,157
1986,Chandpur,June,226
1986,Chandpur,July,399
1986,Chandpur,August,283
1986,Chandpur,September,478
1986,Chandpur,October,186
1986,Chandpur,November,197
1986,Chandpur,December,0
1986,Chittagong,January,2
1986,Chittagong,February,0
1986,Chittagong,March,0
1986,Chittagong,April,145
1986,Chittagong,May,177
1986,Chittagong,June,820
1986,Chittagong,July,894
1986,Chittagong,August,311
1986,Chittagong,September,139
1986,Chittagong,October,200
1986,Chittagong,November,122
1986,Chittagong,December,0
1986,Comilla,January,5
1986,Comilla,February,0
1986,Comilla,March,2
1986,Comilla,April,231
1986,Comilla,May,242
1986,Comilla,June,165
1986,Comilla,July,389
1986,Comilla,August,244
1986,Comilla,September,369
1986,Comilla,October,208
1986,Comilla,November,137
1986,Comilla,December,0
1986,CoxsBazar,January,0
1986,CoxsBazar,February,0
1986,CoxsBazar,March,0
1986,CoxsBazar,April,51
1986,CoxsBazar,May,141
1986,CoxsBazar,June,921
1986,CoxsBazar,July,799
1986,CoxsBazar,August,328
1986,CoxsBazar,September,322
1986,CoxsBazar,October,233
1986,CoxsBazar,November,114
1986,CoxsBazar,December,0
1986,Dhaka,January,22
1986,Dhaka,February,0
1986,Dhaka,March,23
1986,Dhaka,April,247
1986,Dhaka,May,191
1986,Dhaka,June,304
1986,Dhaka,July,443
1986,Dhaka,August,171
1986,Dhaka,September,687
1986,Dhaka,October,237
1986,Dhaka,November,172
1986,Dhaka,December,3
1986,Dinajpur,January,0
1986,Dinajpur,February,0
1986,Dinajpur,March,0
1986,Dinajpur,April,65
1986,Dinajpur,May,178
1986,Dinajpur,June,203
1986,Dinajpur,July,500
1986,Dinajpur,August,329
1986,Dinajpur,September,267
1986,Dinajpur,October,365
1986,Dinajpur,November,0
1986,Dinajpur,December,37
1986,Faridpur,January,3
1986,Faridpur,February,0
1986,Faridpur,March,4
1986,Faridpur,April,220
1986,Faridpur,May,189
1986,Faridpur,June,228
1986,Faridpur,July,357
1986,Faridpur,August,209
1986,Faridpur,September,831
1986,Faridpur,October,127
1986,Faridpur,November,149
1986,Faridpur,December,2
1986,Feni,January,11
1986,Feni,February,18
1986,Feni,March,0
1986,Feni,April,223
1986,Feni,May,242
1986,Feni,June,337
1986,Feni,July,701
1986,Feni,August,469
1986,Feni,September,487
1986,Feni,October,181
1986,Feni,November,104
1986,Feni,December,0
1986,Hatiya,January,2
1986,Hatiya,February,0
1986,Hatiya,March,4
1986,Hatiya,April,195
1986,Hatiya,May,123
1986,Hatiya,June,564
1986,Hatiya,July,625
1986,Hatiya,August,357
1986,Hatiya,September,370
1986,Hatiya,October,135
1986,Hatiya,November,251
1986,Hatiya,December,0
1986,Ishurdi,January,3
1986,Ishurdi,February,10
1986,Ishurdi,March,5
1986,Ishurdi,April,53
1986,Ishurdi,May,78
1986,Ishurdi,June,138
1986,Ishurdi,July,372
1986,Ishurdi,August,198
1986,Ishurdi,September,438
1986,Ishurdi,October,165
1986,Ishurdi,November,29
1986,Ishurdi,December,0
1986,Jessore,January,9
1986,Jessore,February,0
1986,Jessore,March,1
1986,Jessore,April,73
1986,Jessore,May,174
1986,Jessore,June,319
1986,Jessore,July,362
1986,Jessore,August,181
1986,Jessore,September,606
1986,Jessore,October,228
1986,Jessore,November,159
1986,Jessore,December,6
1986,Khepupara,January,3
1986,Khepupara,February,0
1986,Khepupara,March,0
1986,Khepupara,April,46
1986,Khepupara,May,220
1986,Khepupara,June,396
1986,Khepupara,July,608
1986,Khepupara,August,246
1986,Khepupara,September,730
1986,Khepupara,October,147
1986,Khepupara,November,267
1986,Khepupara,December,6
1986,Khulna,January,8
1986,Khulna,February,0
1986,Khulna,March,1
1986,Khulna,April,147
1986,Khulna,May,251
1986,Khulna,June,239
1986,Khulna,July,390
1986,Khulna,August,215
1986,Khulna,September,843
1986,Khulna,October,168
1986,Khulna,November,152
1986,Khulna,December,1
1986,Kutubdia,January,0
1986,Kutubdia,February,0
1986,Kutubdia,March,0
1986,Kutubdia,April,58
1986,Kutubdia,May,128
1986,Kutubdia,June,842
1986,Kutubdia,July,793
1986,Kutubdia,August,329
1986,Kutubdia,September,225
1986,Kutubdia,October,220
1986,Kutubdia,November,117
1986,Kutubdia,December,0
1986,M.court,January,8
1986,M.court,February,0
1986,M.court,March,32
1986,M.court,April,163
1986,M.court,May,358
1986,M.court,June,615
1986,M.court,July,635
1986,M.court,August,397
1986,M.court,September,508
1986,M.court,October,80
1986,M.court,November,184
1986,M.court,December,0
1986,Madaripur,January,0
1986,Madaripur,February,0
1986,Madaripur,March,10
1986,Madaripur,April,204
1986,Madaripur,May,436
1986,Madaripur,June,233
1986,Madaripur,July,676
1986,Madaripur,August,466
1986,Madaripur,September,655
1986,Madaripur,October,182
1986,Madaripur,November,3
1986,Madaripur,December,0
1986,Mymensingh,January,0
1986,Mymensingh,February,4
1986,Mymensingh,March,0
1986,Mymensingh,April,402
1986,Mymensingh,May,195
1986,Mymensingh,June,285
1986,Mymensingh,July,673
1986,Mymensingh,August,270
1986,Mymensingh,September,665
1986,Mymensingh,October,377
1986,Mymensingh,November,86
1986,Mymensingh,December,14
1986,Patuakhali,January,3
1986,Patuakhali,February,0
1986,Patuakhali,March,6
1986,Patuakhali,April,57
1986,Patuakhali,May,170
1986,Patuakhali,June,231
1986,Patuakhali,July,560
1986,Patuakhali,August,198
1986,Patuakhali,September,827
1986,Patuakhali,October,181
1986,Patuakhali,November,293
1986,Patuakhali,December,0
1986,Rajshahi,January,3
1986,Rajshahi,February,12
1986,Rajshahi,March,19
1986,Rajshahi,April,93
1986,Rajshahi,May,81
1986,Rajshahi,June,175
1986,Rajshahi,July,262
1986,Rajshahi,August,238
1986,Rajshahi,September,406
1986,Rajshahi,October,190
1986,Rajshahi,November,27
1986,Rajshahi,December,4
1986,Rangamati,January,0
1986,Rangamati,February,0
1986,Rangamati,March,0
1986,Rangamati,April,208
1986,Rangamati,May,93
1986,Rangamati,June,341
1986,Rangamati,July,782
1986,Rangamati,August,469
1986,Rangamati,September,283
1986,Rangamati,October,115
1986,Rangamati,November,145
1986,Rangamati,December,0
1986,Rangpur,January,0
1986,Rangpur,February,0
1986,Rangpur,March,2
1986,Rangpur,April,106
1986,Rangpur,May,265
1986,Rangpur,June,383
1986,Rangpur,July,452
1986,Rangpur,August,283
1986,Rangpur,September,518
1986,Rangpur,October,196
1986,Rangpur,November,27
1986,Rangpur,December,32
1986,Sandwip,January,12
1986,Sandwip,February,0
1986,Sandwip,March,3
1986,Sandwip,April,156
1986,Sandwip,May,188
1986,Sandwip,June,599
1986,Sandwip,July,785
1986,Sandwip,August,406
1986,Sandwip,September,535
1986,Sandwip,October,119
1986,Sandwip,November,194
1986,Sandwip,December,0
1986,Satkhira,January,13
1986,Satkhira,February,0
1986,Satkhira,March,8
1986,Satkhira,April,36
1986,Satkhira,May,175
1986,Satkhira,June,257
1986,Satkhira,July,370
1986,Satkhira,August,259
1986,Satkhira,September,685
1986,Satkhira,October,209
1986,Satkhira,November,181
1986,Satkhira,December,2
1986,Sitakunda,January,3
1986,Sitakunda,February,1
1986,Sitakunda,March,7
1986,Sitakunda,April,212
1986,Sitakunda,May,291
1986,Sitakunda,June,629
1986,Sitakunda,July,773
1986,Sitakunda,August,365
1986,Sitakunda,September,244
1986,Sitakunda,October,179
1986,Sitakunda,November,165
1986,Sitakunda,December,0
1986,Srimangal,January,3
1986,Srimangal,February,2
1986,Srimangal,March,20
1986,Srimangal,April,525
1986,Srimangal,May,196
1986,Srimangal,June,406
1986,Srimangal,July,215
1986,Srimangal,August,278
1986,Srimangal,September,281
1986,Srimangal,October,411
1986,Srimangal,November,191
1986,Srimangal,December,0
1986,Sylhet,January,4
1986,Sylhet,February,2
1986,Sylhet,March,41
1986,Sylhet,April,380
1986,Sylhet,May,225
1986,Sylhet,June,449
1986,Sylhet,July,646
1986,Sylhet,August,586
1986,Sylhet,September,494
1986,Sylhet,October,454
1986,Sylhet,November,106
1986,Sylhet,December,3
1986,Teknaf,January,0
1986,Teknaf,February,0
1986,Teknaf,March,0
1986,Teknaf,April,49
1986,Teknaf,May,70
1986,Teknaf,June,1283
1986,Teknaf,July,896
1986,Teknaf,August,670
1986,Teknaf,September,284
1986,Teknaf,October,268
1986,Teknaf,November,169
1986,Teknaf,December,0
1987,Barisal,January,4
1987,Barisal,February,3
1987,Barisal,March,8
1987,Barisal,April,150
1987,Barisal,May,96
1987,Barisal,June,185
1987,Barisal,July,568
1987,Barisal,August,683
1987,Barisal,September,302
1987,Barisal,October,93
1987,Barisal,November,37
1987,Barisal,December,0
1987,Bhola,January,1
1987,Bhola,February,0
1987,Bhola,March,20
1987,Bhola,April,214
1987,Bhola,May,139
1987,Bhola,June,168
1987,Bhola,July,660
1987,Bhola,August,893
1987,Bhola,September,182
1987,Bhola,October,53
1987,Bhola,November,20
1987,Bhola,December,28
1987,Bogra,January,0
1987,Bogra,February,3
1987,Bogra,March,17
1987,Bogra,April,132
1987,Bogra,May,178
1987,Bogra,June,271
1987,Bogra,July,525
1987,Bogra,August,623
1987,Bogra,September,145
1987,Bogra,October,31
1987,Bogra,November,19
1987,Bogra,December,3
1987,Chandpur,January,0
1987,Chandpur,February,0
1987,Chandpur,March,58
1987,Chandpur,April,245
1987,Chandpur,May,105
1987,Chandpur,June,81
1987,Chandpur,July,750
1987,Chandpur,August,579
1987,Chandpur,September,231
1987,Chandpur,October,155
1987,Chandpur,November,27
1987,Chandpur,December,7
1987,Chittagong,January,3
1987,Chittagong,February,20
1987,Chittagong,March,80
1987,Chittagong,April,287
1987,Chittagong,May,63
1987,Chittagong,June,348
1987,Chittagong,July,1206
1987,Chittagong,August,673
1987,Chittagong,September,429
1987,Chittagong,October,35
1987,Chittagong,November,49
1987,Chittagong,December,17
1987,Comilla,January,0
1987,Comilla,February,0
1987,Comilla,March,45
1987,Comilla,April,212
1987,Comilla,May,117
1987,Comilla,June,149
1987,Comilla,July,429
1987,Comilla,August,350
1987,Comilla,September,354
1987,Comilla,October,156
1987,Comilla,November,58
1987,Comilla,December,13
1987,CoxsBazar,January,1
1987,CoxsBazar,February,60
1987,CoxsBazar,March,9
1987,CoxsBazar,April,194
1987,CoxsBazar,May,50
1987,CoxsBazar,June,483
1987,CoxsBazar,July,1885
1987,CoxsBazar,August,1298
1987,CoxsBazar,September,410
1987,CoxsBazar,October,88
1987,CoxsBazar,November,102
1987,CoxsBazar,December,13
1987,Dhaka,January,4
1987,Dhaka,February,0
1987,Dhaka,March,33
1987,Dhaka,April,230
1987,Dhaka,May,109
1987,Dhaka,June,316
1987,Dhaka,July,526
1987,Dhaka,August,462
1987,Dhaka,September,363
1987,Dhaka,October,104
1987,Dhaka,November,7
1987,Dhaka,December,33
1987,Dinajpur,January,1
1987,Dinajpur,February,38
1987,Dinajpur,March,70
1987,Dinajpur,April,134
1987,Dinajpur,May,116
1987,Dinajpur,June,277
1987,Dinajpur,July,1196
1987,Dinajpur,August,798
1987,Dinajpur,September,430
1987,Dinajpur,October,112
1987,Dinajpur,November,7
1987,Dinajpur,December,0
1987,Faridpur,January,0
1987,Faridpur,February,8
1987,Faridpur,March,38
1987,Faridpur,April,105
1987,Faridpur,May,157
1987,Faridpur,June,384
1987,Faridpur,July,352
1987,Faridpur,August,409
1987,Faridpur,September,456
1987,Faridpur,October,47
1987,Faridpur,November,14
1987,Faridpur,December,23
1987,Feni,January,3
1987,Feni,February,1
1987,Feni,March,62
1987,Feni,April,395
1987,Feni,May,165
1987,Feni,June,265
1987,Feni,July,937
1987,Feni,August,820
1987,Feni,September,550
1987,Feni,October,44
1987,Feni,November,41
1987,Feni,December,14
1987,Hatiya,January,0
1987,Hatiya,February,7
1987,Hatiya,March,12
1987,Hatiya,April,238
1987,Hatiya,May,118
1987,Hatiya,June,179
1987,Hatiya,July,1119
1987,Hatiya,August,699
1987,Hatiya,September,402
1987,Hatiya,October,49
1987,Hatiya,November,37
1987,Hatiya,December,9
1987,Ishurdi,January,2
1987,Ishurdi,February,0
1987,Ishurdi,March,25
1987,Ishurdi,April,61
1987,Ishurdi,May,133
1987,Ishurdi,June,84
1987,Ishurdi,July,413
1987,Ishurdi,August,643
1987,Ishurdi,September,243
1987,Ishurdi,October,19
1987,Ishurdi,November,3
1987,Ishurdi,December,9
1987,Jessore,January,1
1987,Jessore,February,0
1987,Jessore,March,58
1987,Jessore,April,97
1987,Jessore,May,120
1987,Jessore,June,327
1987,Jessore,July,321
1987,Jessore,August,768
1987,Jessore,September,196
