P3,P6p4,P11p3,P16p2,P19p2,H5p2,H15p1,H40p4,price
2970.0,0.0515547,0.5400532,0.8457912,0.083165,0.5384615,7.6786343,0.2857143,132100.0
301.0,0.0011779,0.4416961,0.7641196,0.0,0.1585366,5.2188841,0.7692308,24500.0
1059.0,0.0073937,0.5212569,0.8035883,0.5382436,0.0842105,5.5524146,0.625,39100.0
1499.0,0.0033809,0.3163035,0.6330887,0.0006671,0.2370572,4.9037199,0.4827586,53100.0
368.0,0.001005,0.4432161,0.7581522,0.25,0.2539683,5.4088889,0.8125,14999.0
175.0,0.0,0.5122449,0.7257143,0.0057143,0.0576923,6.5967742,0.6666667,29400.0
125.0,0.0,0.4291339,0.552,0.0,0.1578947,5.2258065,1.0,14999.0
222.0,0.0,0.4973166,0.7117117,0.0135135,0.1714286,5.4534161,0.6666667,29100.0
504.0,0.0066176,0.4419118,0.7559524,0.0,0.4090909,6.2339901,0.4444444,36300.0
2420.0,0.0037044,0.4469346,0.6173554,0.0049587,0.0676692,6.26564,0.8888889,30300.0
24545.0,0.0305943,0.4989912,0.6915869,0.1855775,0.1418327,5.949787,0.4325843,60000.0
272.0,0.0037927,0.4197219,0.7242647,0.0036765,0.1666667,5.0909091,0.75,14999.0
383.0,0.0152878,0.5692446,0.8511749,0.0130548,0.1904762,7.2639752,0.5,96200.0
7705.0,0.0035359,0.450884,0.6912395,0.0028553,0.0688427,4.400135,0.362069,48300.0
71.0,0.0,0.4343434,0.6901408,0.0,0.0555556,6.4038462,1.0,14999.0
59.0,0.0,0.3838384,0.8135593,0.0,0.0,7.0545455,0.0,40500.0
1452.0,0.0042784,0.4814604,0.6439394,0.0041322,0.1149425,6.4714446,0.8,63700.0
175.0,0.0168539,0.5149813,0.6571429,0.0,0.1428571,5.254717,0.5,51000.0
148.0,0.003012,0.4759036,0.6689189,0.0,0.1111111,6.2,1.0,37900.0
4775.0,0.003057,0.4929869,0.6171728,0.0002094,0.09375,6.7955032,0.6428571,33000.0
215.0,0.0,0.5195072,0.7255814,0.0,0.0652174,4.5505051,0.7222222,29100.0
144.0,0.0,0.4834606,0.7083333,0.0416667,0.05,5.8739496,0.5,19200.0
241.0,0.0029112,0.5225619,0.8174274,0.0041494,0.0,6.5391705,0.0,65600.0
3306.0,0.0226269,0.4815906,0.6382335,0.0257108,0.1008403,7.1831325,0.3333333,86900.0
878.0,0.000397,0.5025804,0.76082,0.0034169,0.1627907,6.2507599,0.7142857,39600.0
415.0,0.0,0.4764649,0.7204819,0.0361446,0.0,5.9369085,0.0,14999.0
85.0,0.0,0.5154639,0.5882353,0.0,0.125,6.0131579,1.0,14999.0
291.0,0.0013908,0.4687065,0.7560137,0.0103093,0.047619,5.6540084,1.0,18300.0
350.0,0.0,0.4320713,0.6828571,0.0,0.1794872,6.3236364,0.5714286,14999.0
4481.0,0.0474089,0.5884636,0.8618612,0.0100424,0.3691275,7.6982962,0.6545455,255600.0
21.0,0.0,0.5348837,0.5238095,0.0,0.4,5.1333333,0.5,27300.0
164.0,0.0,0.4951644,0.8597561,0.0,0.25,6.3611111,0.0,25600.0
196.0,0.0,0.472103,0.6071429,0.3265306,0.0,5.2137931,0.0,14999.0
573.0,0.0013298,0.474734,0.7068063,0.3089005,0.16,5.7329377,0.625,19600.0
212.0,0.0,0.4074844,0.6509434,0.0,0.0454545,6.1420118,1.0,14999.0
93.0,0.0,0.4285714,0.6129032,0.0,0.3157895,6.2535211,0.8333333,14999.0
5123.0,0.0146156,0.5088424,0.6740191,0.0046848,0.2427536,6.5506769,0.4925373,60100.0
15508.0,0.0399711,0.3924998,0.4552489,0.0163142,0.1410419,5.7605965,0.1171171,82400.0
121.0,0.0,0.4186851,0.6528926,0.0,0.0689655,6.184466,0.5,14999.0
593.0,0.0005949,0.5038667,0.7824621,0.0,0.2608696,5.7207207,0.1666667,49300.0
150.0,0.0030395,0.4741641,0.7266667,0.0,0.0612245,5.7235772,0.6666667,56100.0
74.0,0.0,0.4492754,0.7972973,0.0,0.1538462,4.9607843,0.5,18100.0
1131.0,0.0021986,0.5188714,0.6993811,0.0008842,0.1230769,5.2286996,0.5,24000.0
4363.0,0.0373433,0.5430014,0.7164795,0.006876,0.1496599,6.7541735,0.3636364,177100.0
1489.0,0.006513,0.5538577,0.7595702,0.0040296,0.1044776,6.7284158,0.5,61000.0
296.0,0.0,0.4521073,0.7027027,0.3885135,0.0384615,5.5339806,1.0,20400.0
425.0,0.0008065,0.4072581,0.7435294,0.5505882,0.244898,5.971875,1.0,22400.0
100.0,0.0,0.5510949,0.83,0.0,0.0,5.8505747,0.0,30100.0
484.0,0.8333333,0.4659091,0.8057851,0.0020661,0.0454545,5.1028571,0.5,39800.0
1532.0,0.0188679,0.5968923,0.8479112,0.0189295,0.1818182,7.6929191,0.1538462,89700.0
4115.0,0.0444372,0.539149,0.8017011,0.0325638,0.2571429,5.8115578,0.4722222,66000.0
42.0,0.0,0.5148515,0.7857143,0.0,0.3333333,5.2972973,1.0,14999.0
187.0,0.0,0.5388601,0.8074866,0.2139037,0.4166667,6.3454545,0.4,72500.0
1642.0,0.0056474,0.5006051,0.7898904,0.1753959,0.0994152,5.6241935,0.7647059,38700.0
2829.0,0.0085925,0.4135843,0.9335454,0.0003535,0.4642857,7.8109472,0.6153846,78000.0
1807.0,0.017149,0.437701,0.8467072,0.0083011,0.1428571,4.82395,0.2941176,83100.0
1876.0,0.02173,0.5229958,0.7030917,0.1727079,0.0470219,7.1583452,0.4,97300.0
183.0,0.0,0.3752759,0.6502732,0.0,0.2419355,5.6102941,0.8,14999.0
21.0,0.0,0.5111111,0.6666667,0.047619,0.0,5.2105263,0.0,14999.0
33.0,0.0217391,0.4891304,0.8484848,0.0,0.0,6.2222222,0.0,14999.0
44138.0,0.0103154,0.4865059,0.6041733,0.0683085,0.1303765,5.6142223,0.431962,61700.0
614.0,0.0067692,0.5907692,0.8322476,0.02443,0.3,6.1977819,0.3333333,67400.0
12938.0,0.0037272,0.4080179,0.8364508,0.3492812,0.0963636,4.3838093,0.3962264,82100.0
343.0,0.0012361,0.4635352,0.6763848,0.0058309,0.0909091,5.4504132,1.0,27400.0
297.0,0.0,0.4898512,0.7373737,0.013468,0.0555556,5.5565217,0.0,26700.0
447.0,0.0,0.4376658,0.6733781,0.0,0.2465753,5.9775281,0.9444444,14999.0
286.0,0.0,0.4495289,0.7202797,0.3496503,0.1,5.1313559,0.25,14999.0
415.0,0.0064935,0.5695733,0.7060241,0.0,0.037037,5.9041096,0.0,57800.0
55.0,0.005814,0.5523256,0.7818182,0.0,0.1428571,5.7708333,1.0,150000.0
1066.0,0.0,0.4753063,0.7082552,0.0018762,0.0689655,6.6729927,0.5,38800.0
509.0,0.0044014,0.4542254,0.6385069,0.0,0.1343284,6.0382514,0.7777778,19500.0
473.0,0.0411805,0.3987646,0.7906977,0.3742072,0.0,5.5460123,0.0,48000.0
182.0,0.7670851,0.4672245,0.8021978,0.0054945,0.0,5.3111111,0.0,81300.0
32.0,0.0,0.4747475,0.875,0.0,0.0833333,5.48,0.0,14999.0
251.0,0.0068681,0.3914835,0.6613546,0.0,0.1489362,6.0833333,0.4285714,33300.0
87.0,0.0,0.748538,0.4712644,0.0,0.0,3.4,0.0,52500.0
947.0,0.0042511,0.4267495,0.7391763,0.0813094,0.1034483,4.9942085,0.5833333,19200.0
789.0,0.0047801,0.3446463,0.5792142,0.0012674,0.1818182,6.5456674,0.8571429,29800.0
151.0,0.0280612,0.5076531,0.7417219,0.0,0.25,5.5826087,0.0,19300.0
3186.0,0.0578231,0.5947992,0.8154426,0.017263,0.5147059,7.1996473,0.2,133500.0
160.0,0.0,0.4579646,0.75,0.0,0.1666667,5.992,0.0,26600.0
75147.0,0.0208018,0.4836622,0.5913077,0.0162615,0.1713198,6.427203,0.408642,38700.0
3.0,0.0,0.4444444,1.0,0.0,0.0,5.6666667,0.0,52500.0
9829.0,0.0202978,0.5558375,0.7437176,0.0147523,0.278956,7.3545338,0.502924,62900.0
107.0,0.0066445,0.627907,0.8504673,0.0,0.2631579,5.5096154,0.8,39200.0
216.0,0.0,0.4338086,0.6296296,0.0,0.125,6.0294118,0.6666667,14999.0
89.0,0.0047847,0.4832536,0.6404494,0.0,0.2,4.6666667,0.5,19500.0
317.0,0.011976,0.4550898,0.6845426,0.0,0.0588235,5.5931373,0.5,50400.0
1107.0,0.009334,0.5542381,0.9223126,0.0054201,0.2777778,7.2300099,0.2,135000.0
215.0,0.0013298,0.4787234,0.8976744,0.0,0.3,5.703125,1.0,38700.0
2137.0,0.0143396,0.4898113,0.7014506,0.0505381,0.112462,5.4780564,0.5945946,40700.0
58.0,0.0,0.5032258,0.6206897,0.0,0.0,6.2916667,0.0,21300.0
51.0,0.0,0.4615385,0.7254902,0.0,0.125,5.875,1.0,17500.0
2610.0,0.007479,0.5641522,0.7950192,0.0045977,0.1464088,6.9954407,0.5849057,182400.0
87.0,0.0,0.3983051,0.6206897,0.0,0.1818182,6.0615385,0.5,14999.0
218.0,0.0,0.4971537,0.7018349,0.0,0.3076923,5.8941176,1.0,27800.0
117.0,0.0,0.525641,0.7606838,0.008547,0.1428571,7.0425532,0.0,43200.0
160.0,0.0,0.5159817,0.8375,0.0,0.2727273,5.984,0.6666667,37600.0
656.0,0.0005394,0.4989213,0.8064024,0.0,0.1707317,5.5644531,0.2857143,23700.0
663.0,0.002221,0.4908384,0.7496229,0.0,0.0629921,5.8991935,0.375,54800.0
168.0,0.0,0.48583,0.8214286,0.0654762,0.0555556,5.8435374,0.0,27300.0
616.0,0.0122108,0.531491,0.7954545,0.0048701,0.062645,5.5052411,0.5555556,130000.0
288.0,0.0012674,0.4702155,0.7534722,0.0,0.05,5.7342342,1.0,22200.0
4317.0,0.0023162,0.462652,0.6196433,0.0013899,0.2362869,6.0113895,0.625,28700.0
7380.0,0.0178442,0.5319016,0.7367209,0.048916,0.3272727,6.6180873,0.5185185,80000.0
16.0,0.0,0.7297297,0.6875,0.0,0.0,5.7692308,0.0,14999.0
503.0,0.0023256,0.4116279,0.667992,0.0,0.0660377,5.2133333,0.5714286,15600.0
91552.0,0.0119213,0.4942065,0.6842123,0.578622,0.0490798,6.2787592,0.4123134,77300.0
31998.0,0.0546215,0.5567419,0.8053628,0.0138446,0.4330638,6.4765705,0.3713693,195600.0
6235.0,0.0203053,0.5482437,0.9098637,0.0102646,0.5285714,7.6230453,0.3783784,80700.0
160682.0,0.0426811,0.5291477,0.4833833,0.1022081,0.1260013,6.1780951,0.4152318,58500.0
131.0,0.0,0.4412607,0.7709924,0.0,0.2,6.2123894,0.0,39200.0
464.0,0.0029851,0.4895522,0.7392241,0.0,0.3521127,6.0543131,0.64,41300.0
21480.0,0.0146617,0.5050797,0.5925512,0.0618715,0.1931034,6.5507825,0.4017857,46000.0
20.0,0.0,0.326087,0.6,0.0,0.25,5.05,1.0,14999.0
2064.0,0.0021967,0.5709055,0.6482558,0.0062984,0.273224,5.8453947,0.62,29700.0
74.0,0.0,0.4269663,0.7567568,0.0,0.35,6.03125,0.5714286,14999.0
1723.0,0.0009279,0.4282069,0.6627974,0.3569356,0.1133603,5.5107143,0.3571429,15600.0
60.0,0.0,0.5114504,0.65,0.0,0.0666667,5.6226415,1.0,14999.0
2155.0,0.0247687,0.5320996,0.8510441,0.0041763,0.5208333,7.3794528,0.56,239000.0
22789.0,0.0063195,0.548327,0.6115231,0.0054412,0.0946089,5.9334167,0.3463687,80300.0
172.0,0.0,0.3868613,0.6976744,0.0,0.1818182,5.3541667,0.0,26000.0
195.0,0.0,0.4695652,0.6615385,0.0564103,0.1,5.6529412,1.0,16400.0
1750.0,0.0335092,0.4488127,0.9628571,0.2457143,0.0126582,4.2881356,0.0,47500.0
102.0,0.0,0.5159011,0.8137255,0.0,0.125,6.0657895,1.0,14999.0
414.0,0.0026019,0.4666088,0.763285,0.0,0.173913,6.380137,0.25,25700.0
248.0,0.0,0.4778107,0.7580645,0.0,0.2142857,7.3038674,1.0,40000.0
1126.0,0.0020542,0.6331142,0.6856128,0.0026643,0.037413,5.6557576,0.255814,98200.0
181.0,0.0,0.572695,0.8674033,0.0055249,0.0,5.8862275,0.0,67400.0
1367.0,0.0272934,0.584281,0.8376006,0.012436,0.6428571,7.7852174,0.0555556,129200.0
1003.0,0.0060778,0.4748784,0.6430708,0.000997,0.1007752,6.2237037,0.6923077,25600.0
1401.0,0.0027239,0.5883555,0.4803712,0.0007138,0.0395257,6.1076923,0.475,133400.0
167.0,0.0020704,0.5134576,0.7904192,0.0,0.2,6.2213115,0.0,35400.0
173.0,0.0,0.4589844,0.7572254,0.0346821,0.0857143,4.95,0.6666667,14999.0
8635.0,0.0153121,0.5334921,0.6359004,0.0992472,0.1069767,6.0349255,0.326087,47300.0
172.0,0.0044944,0.4853933,0.7034884,0.0,0.0833333,6.1310345,1.0,30700.0
50.0,0.0,0.4205607,0.54,0.0,0.0,6.1463415,0.0,14999.0
308.0,0.0022026,0.4823789,0.7727273,0.0064935,0.125,6.1050584,0.0,40100.0
54.0,0.0,0.4424779,0.7407407,0.0,0.4285714,5.755102,0.6666667,14999.0
645.0,0.0047676,0.5190703,0.724031,0.0,0.046875,5.5138593,0.3333333,45600.0
171.0,0.0,0.3636364,0.6081871,0.5614035,0.0666667,5.4507042,0.5,15600.0
1454.0,0.1207121,0.5785931,0.8837689,0.0316369,0.4285714,7.1319018,0.3333333,68100.0
622.0,0.0027159,0.4899511,0.7958199,0.0032154,0.1866667,5.3113208,0.5714286,48000.0
603.0,0.0018072,0.4746988,0.7960199,0.0199005,0.1785714,5.2977273,0.0,27400.0
170.0,0.0,0.5152542,0.9117647,0.0,0.0,7.4785276,0.0,54300.0
333.0,0.0051948,0.5077922,0.6276276,0.0,0.1764706,6.731405,0.3333333,32800.0
6041.0,0.0053589,0.4677512,0.7219003,0.0357557,0.15,5.671716,0.5348837,23700.0
120.0,0.0,0.5505952,0.8333333,0.0083333,0.25,5.6464646,0.3333333,18500.0
535.0,0.0,0.4549839,0.6598131,0.0,0.1363636,6.0666667,0.5,21300.0
139.0,0.0,0.4671916,0.7769784,0.0,0.0384615,5.2692308,0.0,14999.0
158.0,0.0023148,0.5763889,0.8164557,0.0,0.1111111,5.5874126,0.0,81300.0
1508.0,0.0052317,0.5261584,0.7546419,0.0132626,0.1071429,5.0470297,0.5,37300.0
2349.0,0.0044563,0.4770053,0.6828438,0.0017029,0.1267606,6.5070165,0.5555556,31800.0
154.0,0.0,0.5014925,0.7532468,0.0,0.1588785,5.0416667,0.7058824,36300.0
903.0,0.0250784,0.612069,0.7574751,0.0055371,0.25,6.2255435,0.3636364,274800.0
172.0,0.0,0.3411514,0.6511628,0.0,0.1904762,6.3821138,1.0,22300.0
162.0,0.0,0.4856459,0.7345679,0.0,0.1,5.6744186,1.0,14999.0
14463.0,0.0029827,0.4940641,0.650764,0.0153495,0.171459,6.1777631,0.6770186,30900.0
1171.0,0.001788,0.3969349,0.8010248,0.000854,0.2784091,6.719468,0.6734694,33700.0
784.0,0.0035587,0.5829181,0.5216837,0.0012755,0.0203528,4.8233766,0.2333333,85300.0
144.0,0.0,0.4867257,0.7291667,0.0,0.1666667,6.0090909,1.0,30800.0
79.0,0.0056497,0.4745763,0.6582278,0.0,0.04,5.2461538,1.0,14999.0
1208.0,0.0048251,0.5322678,0.7764901,0.0041391,0.3928571,6.7233607,0.2727273,79800.0
25596.0,0.0044073,0.536003,0.7342944,0.0602438,0.1578341,6.0081945,0.3576642,58800.0
173.0,0.0,0.5069583,0.8265896,0.0115607,0.1923077,5.5138889,0.6,25700.0
1411.0,0.0019002,0.5211401,0.8419561,0.0007087,0.3676471,5.870339,0.56,53000.0
105.0,0.0111111,0.4851852,0.6666667,0.0,0.0588235,7.3783784,0.0,27000.0
11.0,0.0,0.56,0.7272727,0.0,0.0,6.0,0.0,14999.0
235.0,0.0015152,0.4924242,0.7659574,0.0,0.0833333,6.7860963,0.5,38000.0
15618.0,0.0560552,0.5742696,0.8042643,0.0211295,0.2832723,8.0370108,0.3189655,158400.0
2060.0,0.0141688,0.5110756,0.6975728,0.0033981,0.2272727,6.5863363,0.4,60900.0
232.0,0.010453,0.3536585,0.6206897,0.0,0.2941176,6.0220994,0.8,14999.0
81.0,0.0047393,0.507109,0.7654321,0.0493827,0.0,6.5666667,0.0,44300.0
6129.0,0.0027957,0.4853225,0.6116822,0.011258,0.1340909,6.9146889,0.440678,64900.0
97.0,0.0,0.4608696,0.7628866,0.0,0.1,5.32,1.0,27900.0
282.0,0.0,0.5282523,0.787234,0.0248227,0.1666667,5.6123348,0.5,25000.0
137.0,0.0,0.4961039,0.7518248,0.0510949,0.0,5.4416667,0.0,18800.0
1920.0,0.0019227,0.5095174,0.725,0.0036458,0.2413793,6.4404524,0.2857143,76900.0
144.0,0.0,0.4153846,0.6944444,0.4236111,0.125,5.5268817,0.0,20800.0
63.0,0.0154639,0.443299,0.8095238,0.0,0.3333333,6.6071429,1.0,38100.0
923.0,0.0200154,0.5496536,0.87974,0.0021668,0.75,7.4726867,0.7777778,112700.0
145.0,0.0,0.438806,0.6275862,0.0068966,0.0666667,5.66,1.0,14999.0
325.0,0.0,0.454023,0.7784615,0.9107692,0.1,5.7358491,0.0,24000.0
64.0,0.0,0.4782609,0.609375,0.0,0.0,4.5,0.0,26300.0
488.0,0.0033223,0.467608,0.7069672,0.0,0.043956,6.3678161,0.75,23200.0
2802.0,0.0034453,0.3976457,0.5695931,0.0028551,0.1171171,6.3181102,0.5384615,47300.0
2284.0,0.0109372,0.5446744,0.7075306,0.0039405,0.1325301,7.0438813,0.4545455,83400.0
857.0,0.0089216,0.5601241,0.8494749,0.0046674,0.2,6.4845361,0.4666667,87400.0
42.0,0.0,0.4742268,0.7857143,0.0,0.0769231,4.825,1.0,14999.0
602.0,0.0,0.4171742,0.6760797,0.6860465,0.0862069,5.4253521,0.8,14999.0
554.0,0.0025126,0.4673367,0.5794224,0.0126354,0.1666667,6.7491409,0.2857143,106600.0
81.0,0.004717,0.4716981,0.7283951,0.0740741,0.25,5.5,0.5,14999.0
17.0,0.0,0.490566,0.6470588,0.0,0.0,5.6923077,0.0,17500.0
20577.0,0.0061286,0.5050541,0.7428683,0.0036934,0.180391,5.814842,0.3727422,75900.0
113.0,0.0,0.4477612,0.7168142,0.0,0.1724138,6.253012,0.6,14999.0
60.0,0.0067114,0.3892617,0.6666667,0.0,0.125,6.0408163,0.0,14999.0
145.0,0.0,0.5264706,0.6896552,0.0,0.0,6.0608696,0.0,32700.0
2444.0,0.040166,0.3376877,0.5748773,0.2602291,0.1544118,7.0768025,0.7142857,51400.0
477.0,0.0,0.3740637,0.8805031,0.0020964,0.0243902,4.9390244,1.0,14999.0
1406.0,0.0118916,0.5625,0.6600284,0.0085349,0.0814332,5.5131265,0.64,53000.0
940.0,0.0009033,0.5085818,0.6946809,0.0425532,0.0987654,6.2071097,0.75,28100.0
131.0,0.0,0.4713896,0.7480916,0.0,0.1,6.1616162,1.0,34700.0
402.0,0.0,0.4936575,0.6965174,0.0,0.2121212,6.4169381,0.6428571,28900.0
46.0,0.0,0.3921569,0.6086957,0.0,0.0769231,5.4137931,1.0,14999.0
789.0,0.0534872,0.5453592,0.5956907,0.0101394,0.0128205,6.1707317,0.0,101500.0
1150.0,0.0014194,0.4634493,0.6678261,0.0008696,0.1018519,6.4864166,0.8181818,27100.0
1602.0,0.0050113,0.438236,0.6004994,0.0006242,0.0990099,6.2569522,0.5,40400.0
65.0,0.0,0.5125,0.7076923,0.0,0.0,5.44,0.0,14999.0
71.0,0.0,0.4655172,0.7464789,0.0140845,0.0,5.7258065,0.0,20000.0
379.0,0.0,0.4608696,0.701847,0.3905013,0.1388889,6.047619,0.6,33200.0
1956.0,0.0338519,0.5683023,0.8420245,0.0025562,0.2972973,7.7570248,0.4545455,205000.0
4147.0,0.0028635,0.5271588,0.7663371,0.001688,0.1164384,6.0536984,0.5294118,103400.0
13509.0,0.0173661,0.5559748,0.8081279,0.0668443,0.1656211,6.3203305,0.1439394,54700.0
1771.0,0.0010573,0.4569676,0.7075099,0.3879164,0.1487179,5.585443,0.4482759,21200.0
32.0,0.0,0.5454545,0.71875,0.0,0.0,6.6551724,0.0,41700.0
507.0,0.003096,0.4148607,0.6646943,0.0,0.1818182,6.4146341,0.3333333,20500.0
7129.0,0.0158158,0.4523677,0.7489129,0.2554355,0.2186178,5.794452,0.5483871,35400.0
6359.0,0.0064487,0.5288526,0.8026419,0.0119516,0.1762523,5.9192324,0.3473684,43600.0
283.0,0.0039947,0.5166445,0.7526502,0.0,0.25,5.8823529,0.0,47200.0
4486.0,0.0173841,0.4986548,0.5753455,0.0033437,0.1407285,4.9663192,0.3764706,166800.0
120.0,0.0344828,0.6005747,0.7833333,0.0,0.0,8.5825243,0.0,303600.0
2464.0,0.0128102,0.5394983,0.8027597,0.0020292,0.2358491,6.1914587,0.2,67500.0
360.0,0.0008945,0.4266547,0.7388889,0.6722222,0.0512821,5.5,1.0,21000.0
506.0,0.0032362,0.4724919,0.6600791,0.0,0.1621622,6.1714286,0.3333333,24700.0
2466.0,0.0021703,0.4704508,0.6666667,0.000811,0.1451613,6.5306577,0.3888889,40800.0
1160.0,0.0135192,0.5335868,0.4862069,0.0017241,0.0315789,6.5469388,0.0,77800.0
91.0,0.0044843,0.3811659,0.7032967,0.0,0.0,6.4941176,0.0,14999.0
10130.0,0.0220517,0.5455813,0.7801579,0.0748272,0.4448105,6.5811026,0.4851852,130800.0
337.0,0.0,0.4602273,0.7477745,0.0,0.3,6.2640845,0.6666667,25700.0
892.0,0.0263789,0.5471623,0.8508969,0.0616592,0.0944444,6.034904,0.3529412,67200.0
57.0,0.0,0.4270833,0.4912281,0.0,0.0,5.5961538,0.0,14999.0
317.0,0.0,0.4930114,0.7066246,0.0,0.0740741,5.854251,0.0,21000.0
157.0,0.0049383,0.4962963,0.7133758,0.0,0.0,5.2090909,0.0,21800.0
1387.0,0.0036652,0.4389126,0.6553713,0.0,0.4509804,5.0590674,0.1304348,49800.0
1909.0,0.0016129,0.5376344,0.8564694,0.0005238,0.247191,6.2823597,0.4545455,48500.0
36.0,0.0,0.5865385,0.8888889,0.0,0.5,8.3714286,1.0,88600.0
1388.0,0.0031893,0.5459553,0.70317,0.0136888,0.368932,5.727459,0.5789474,42100.0
799.0,0.0032137,0.6288163,0.6720901,0.0037547,0.2468085,5.4609665,0.8793103,78600.0
1583.0,0.0045881,0.5399374,0.842072,0.004422,0.2,5.9696734,0.4285714,41900.0
311.0,0.0,0.4994138,0.7749196,0.0514469,0.0384615,5.4465649,1.0,24200.0
34.0,0.0,0.4883721,0.7352941,0.0,0.0769231,5.6666667,1.0,14999.0
295.0,0.0057661,0.3855025,0.820339,0.4,0.0,5.2302158,0.0,37400.0
3256.0,0.0285809,0.567852,0.7945332,0.0156634,0.2169811,6.5378054,0.2173913,84200.0
3893.0,0.0074385,0.5632272,0.7641921,0.0305677,0.3233405,6.7527245,0.5165563,79600.0
4945.0,0.0031757,0.5845977,0.6600607,0.0167846,0.0705927,4.6176874,0.3475936,81500.0
2846.0,0.0097451,0.5469265,0.7420942,0.006676,0.2205479,6.1713031,0.6459627,98300.0
2243.0,0.0018396,0.5146405,0.7810967,0.2572448,0.1624365,5.6139076,0.78125,43000.0
356.0,0.0023419,0.440281,0.6685393,0.0,0.1666667,6.1898305,0.0,23000.0
221.0,0.0084746,0.4186441,0.7330317,0.0,0.2,6.2951807,0.3333333,26100.0
1094.0,0.0044407,0.46267,0.8491773,0.0027422,0.3269231,7.3241026,0.3529412,78100.0
165.0,0.0,0.4516129,0.6787879,0.0,0.1142857,6.0135135,0.75,14999.0
605.0,0.0038265,0.5255102,0.7719008,0.0,0.1777778,6.2512195,0.5,37300.0
1924.0,0.0029202,0.4801971,0.7240125,0.0010395,0.1452991,5.5316045,0.7647059,41100.0
25933.0,0.0396201,0.4517453,0.8127482,0.0095245,0.3117155,6.4801787,0.4630872,49700.0
6200.0,0.0171145,0.2740031,0.6095161,0.003871,0.0735513,4.4810524,0.6060606,95600.0
56.0,0.0,0.375,0.5714286,0.0,0.1111111,6.4375,1.0,14999.0
52.0,0.0,0.46875,0.6730769,0.0,0.0,6.3409091,0.0,14999.0
568.0,0.0055283,0.4957002,0.7711268,0.0088028,0.655914,5.6933962,0.0819672,131000.0
19703.0,0.0387914,0.4835534,0.6645688,0.0011673,0.1355932,6.1347389,0.4083333,43000.0
66.0,0.0,0.4534884,0.6212121,0.0,0.0909091,6.2222222,1.0,14999.0
319.0,0.0013369,0.4759358,0.6551724,0.0031348,0.1333333,5.7028302,1.0,27400.0
209.0,0.0,0.474606,0.7559809,0.0047847,0.3636364,5.6802326,1.0,33600.0
4408.0,0.005027,0.4681473,0.6857985,0.0809891,0.1623616,5.7223043,0.6136364,23000.0
2016.0,0.1421933,0.5052045,0.7113095,0.0128968,0.1463415,6.8641667,0.5,87700.0
9689.0,0.0069274,0.5125876,0.6385592,0.0080504,0.0683012,6.3699122,0.5641026,42200.0
38.0,0.0,0.4761905,0.6842105,0.0,0.1176471,4.875,0.0,14999.0
484.0,0.0,0.5211931,0.7541322,0.0,0.1333333,6.7083333,0.3333333,41600.0
2606.0,0.1547777,0.5906308,0.8668457,0.0065234,0.5131579,8.3083503,0.2820513,500001.0
853.0,0.0007828,0.5084149,0.8182884,0.0750293,0.2972973,5.4428105,0.5454545,34400.0
52.0,0.0074074,0.4814815,0.7307692,0.0,0.0,5.2058824,0.0,40800.0
1829.0,0.004018,0.4370125,0.6364133,0.0,0.2820513,6.1547231,0.5151515,29500.0
278.0,0.0,0.386059,0.6618705,0.0107914,0.0606061,5.3519553,1.0,17600.0
714.0,0.001207,0.3759807,0.6246499,0.0014006,0.3,5.7854251,0.6666667,26600.0
18074.0,0.0106023,0.5137327,0.6226071,0.0203607,0.1181435,6.1025999,0.4142857,40800.0
1086.0,0.002802,0.4408468,0.7578269,0.3489871,0.1368421,5.5734536,0.8461538,25800.0
6133.0,0.004434,0.4926317,0.6646013,0.0180988,0.1889401,5.8186235,0.6097561,31800.0
1921.0,0.025867,0.5671585,0.7678293,0.0156169,0.3409091,7.3222417,0.5333333,193000.0
207.0,0.0,0.5211538,0.7487923,0.0,0.375,5.619883,0.5,14999.0
4265.0,0.0232696,0.569978,0.7798359,0.0039859,0.2183099,7.650768,0.2580645,111900.0
1846.0,0.0037588,0.535545,0.9052004,0.0043337,0.3658537,5.9495641,0.3333333,35600.0
243.0,0.0,0.3935599,0.6255144,0.0,0.2631579,6.0514286,0.8,14999.0
1329.0,0.0033223,0.4700997,0.7479308,0.0007524,0.1643192,5.5669882,0.6285714,31000.0
49.0,0.008547,0.5128205,0.6938776,0.0,0.1666667,5.6428571,1.0,14999.0
190.0,0.0,0.4516129,0.7210526,0.0,0.1346154,5.4534161,1.0,22100.0
145.0,0.0030211,0.5498489,0.6137931,0.0,0.0804598,5.2619048,0.8571429,35500.0
1641.0,0.004586,0.4935032,0.6855576,0.0968921,0.1917808,6.279371,0.6071429,31600.0
486.0,0.0017809,0.4666073,0.5720165,0.0,0.0325733,6.5,0.6,80800.0
2301.0,0.0018146,0.4598077,0.6462408,0.0,0.1481481,6.630749,0.5,39500.0
75.0,0.0,0.5022026,0.8533333,0.0133333,0.0,6.1,0.0,23100.0
43674.0,0.0098114,0.5135309,0.6536612,0.0223245,0.2256809,6.3653309,0.3029557,42900.0
172.0,0.0045249,0.4276018,0.6511628,0.0,0.1923077,5.0859375,0.8,14999.0
2487.0,0.5977107,0.5442947,0.8556494,0.0164857,0.28,5.6908703,0.0714286,208400.0
319.0,0.0052562,0.3876478,0.6363636,0.0031348,0.2972973,6.0801688,0.7272727,14999.0
