Year,Station,Month,Rainfall
1978.0,CoxsBazar,May,518.0
1978.0,CoxsBazar,June,621.0
1978.0,CoxsBazar,July,535.0
1978.0,CoxsBazar,August,571.0
1978.0,CoxsBazar,September,479.0
1978.0,CoxsBazar,October,187.0
1978.0,CoxsBazar,November,0.0
1978.0,CoxsBazar,December,0.0
1978.0,Dhaka,January,0.0
1978.0,Dhaka,February,20.0
1978.0,Dhaka,March,18.0
1978.0,Dhaka,April,194.0
1978.0,Dhaka,May,454.0
1978.0,Dhaka,June,529.0
1978.0,Dhaka,July,320.0
1978.0,Dhaka,August,426.0
1978.0,Dhaka,September,192.0
1978.0,Dhaka,October,98.0
1978.0,Dhaka,November,0.0
1978.0,Dhaka,December,0.0
1978.0,Faridpur,January,0.0
1978.0,Faridpur,February,13.0
1978.0,Faridpur,March,19.0
1978.0,Faridpur,April,42.0
1978.0,Faridpur,May,205.0
1978.0,Faridpur,June,401.0
1978.0,Faridpur,July,9.0
1978.0,Faridpur,August,192.0
1978.0,Faridpur,September,203.0
1978.0,Faridpur,October,46.0
1978.0,Faridpur,November,0.0
1978.0,Faridpur,December,0.0
1978.0,Feni,January,0.0
1978.0,Feni,February,8.0
1978.0,Feni,March,20.0
1978.0,Feni,April,115.0
1978.0,Feni,May,556.0
1978.0,Feni,June,429.0
1978.0,Feni,July,458.0
1978.0,Feni,August,439.0
1978.0,Feni,September,416.0
1978.0,Feni,October,99.0
1978.0,Feni,November,0.0
1978.0,Feni,December,0.0
1978.0,Hatiya,January,5.0
1978.0,Hatiya,February,0.0
1978.0,Hatiya,March,67.0
1978.0,Hatiya,April,108.0
1978.0,Hatiya,May,700.0
1978.0,Hatiya,June,1049.0
1978.0,Hatiya,July,530.0
1978.0,Hatiya,August,555.0
1978.0,Hatiya,September,507.0
1978.0,Hatiya,October,86.0
1978.0,Hatiya,November,2.0
1978.0,Hatiya,December,8.0
1978.0,Ishurdi,January,0.0
1978.0,Ishurdi,February,0.0
1978.0,Ishurdi,March,34.0
1978.0,Ishurdi,April,158.0
1978.0,Ishurdi,May,266.0
1978.0,Ishurdi,June,282.0
1978.0,Ishurdi,July,104.0
1978.0,Ishurdi,August,0.0
1978.0,Ishurdi,September,246.0
1978.0,Ishurdi,October,44.0
1978.0,Ishurdi,November,0.0
1978.0,Ishurdi,December,0.0
1978.0,Khepupara,January,8.0
1978.0,Khepupara,February,0.0
1978.0,Khepupara,March,1.0
1978.0,Khepupara,April,134.0
1978.0,Khepupara,May,448.0
1978.0,Khepupara,June,435.0
1978.0,Khepupara,July,661.0
1978.0,Khepupara,August,431.0
1978.0,Khepupara,September,332.0
1978.0,Khepupara,October,208.0
1978.0,Khepupara,November,0.0
1978.0,Khepupara,December,0.0
1978.0,Khulna,January,0.0
1978.0,Khulna,February,3.0
1978.0,Khulna,March,19.0
1978.0,Khulna,April,81.0
1978.0,Khulna,May,226.0
1978.0,Khulna,June,436.0
1978.0,Khulna,July,341.0
1978.0,Khulna,August,301.0
1978.0,Khulna,September,453.0
1978.0,Khulna,October,127.0
1978.0,Khulna,November,0.0
1978.0,Khulna,December,0.0
1978.0,M.court,January,0.0
1978.0,M.court,February,0.0
1978.0,M.court,March,0.0
1978.0,M.court,April,39.0
1978.0,M.court,May,408.0
1978.0,M.court,June,84.0
1978.0,M.court,July,0.0
1978.0,M.court,August,0.0
1978.0,M.court,September,0.0
1978.0,M.court,October,0.0
1978.0,M.court,November,0.0
1978.0,M.court,December,0.0
1978.0,Madaripur,January,0.0
1978.0,Madaripur,February,4.0
1978.0,Madaripur,March,22.0
1978.0,Madaripur,April,155.0
1978.0,Madaripur,May,311.0
1978.0,Madaripur,June,332.0
1978.0,Madaripur,July,387.0
1978.0,Madaripur,August,290.0
1978.0,Madaripur,September,151.0
1978.0,Madaripur,October,92.0
1978.0,Madaripur,November,4.0
1978.0,Madaripur,December,0.0
1978.0,Mymensingh,January,0.0
1978.0,Mymensingh,February,0.0
1978.0,Mymensingh,March,46.0
1978.0,Mymensingh,April,119.0
1978.0,Mymensingh,May,405.0
1978.0,Mymensingh,June,509.0
1978.0,Mymensingh,July,475.0
1978.0,Mymensingh,August,124.0
1978.0,Mymensingh,September,213.0
1978.0,Mymensingh,October,33.0
1978.0,Mymensingh,November,0.0
1978.0,Mymensingh,December,0.0
1978.0,Patuakhali,January,0.0
1978.0,Patuakhali,February,0.0
1978.0,Patuakhali,March,24.0
1978.0,Patuakhali,April,111.0
1978.0,Patuakhali,May,673.0
1978.0,Patuakhali,June,560.0
1978.0,Patuakhali,July,438.0
1978.0,Patuakhali,August,644.0
1978.0,Patuakhali,September,448.0
1978.0,Patuakhali,October,136.0
1978.0,Patuakhali,November,103.0
1978.0,Patuakhali,December,0.0
1978.0,Rajshahi,January,1.0
1978.0,Rajshahi,February,46.0
1978.0,Rajshahi,March,62.0
1978.0,Rajshahi,April,93.0
1978.0,Rajshahi,May,104.0
1978.0,Rajshahi,June,492.0
1978.0,Rajshahi,July,126.0
1978.0,Rajshahi,August,149.0
1978.0,Rajshahi,September,545.0
1978.0,Rajshahi,October,92.0
1978.0,Rajshahi,November,24.0
1978.0,Rajshahi,December,0.0
1978.0,Rangamati,January,0.0
1978.0,Rangamati,February,0.0
1978.0,Rangamati,March,0.0
1978.0,Rangamati,April,0.0
1978.0,Rangamati,May,385.0
1978.0,Rangamati,June,713.0
1978.0,Rangamati,July,332.0
1978.0,Rangamati,August,336.0
1978.0,Rangamati,September,441.0
1978.0,Rangamati,October,164.0
1978.0,Rangamati,November,2.0
1978.0,Rangamati,December,0.0
1978.0,Rangpur,January,0.0
1978.0,Rangpur,February,0.0
1978.0,Rangpur,March,8.0
1978.0,Rangpur,April,150.0
1978.0,Rangpur,May,289.0
1978.0,Rangpur,June,394.0
1978.0,Rangpur,July,530.0
1978.0,Rangpur,August,196.0
1978.0,Rangpur,September,511.0
1978.0,Rangpur,October,60.0
1978.0,Rangpur,November,7.0
1978.0,Rangpur,December,0.0
1978.0,Sandwip,January,0.0
1978.0,Sandwip,February,0.0
1978.0,Sandwip,March,11.0
1978.0,Sandwip,April,187.0
1978.0,Sandwip,May,527.0
1978.0,Sandwip,June,425.0
1978.0,Sandwip,July,361.0
1978.0,Sandwip,August,711.0
1978.0,Sandwip,September,479.0
1978.0,Sandwip,October,90.0
1978.0,Sandwip,November,0.0
1978.0,Sandwip,December,0.0
1978.0,Satkhira,January,0.0
1978.0,Satkhira,February,10.0
1978.0,Satkhira,March,32.0
1978.0,Satkhira,April,100.0
1978.0,Satkhira,May,198.0
1978.0,Satkhira,June,229.0
1978.0,Satkhira,July,328.0
1978.0,Satkhira,August,312.0
1978.0,Satkhira,September,728.0
1978.0,Satkhira,October,157.0
1978.0,Satkhira,November,24.0
1978.0,Satkhira,December,0.0
1978.0,Sitakunda,January,0.0
1978.0,Sitakunda,February,0.0
1978.0,Sitakunda,March,5.0
1978.0,Sitakunda,April,120.0
1978.0,Sitakunda,May,755.0
1978.0,Sitakunda,June,807.0
1978.0,Sitakunda,July,848.0
1978.0,Sitakunda,August,553.0
1978.0,Sitakunda,September,645.0
1978.0,Sitakunda,October,80.0
1978.0,Sitakunda,November,0.0
1978.0,Sitakunda,December,0.0
1978.0,Srimangal,January,0.0
1978.0,Srimangal,February,0.0
1978.0,Srimangal,March,33.0
1978.0,Srimangal,April,0.0
1978.0,Srimangal,May,651.0
1978.0,Srimangal,June,686.0
1978.0,Srimangal,July,240.0
1978.0,Srimangal,August,343.0
1978.0,Srimangal,September,128.0
1978.0,Srimangal,October,51.0
1978.0,Srimangal,October,51.0
1978.0,Srimangal,November,1.0
1978.0,Srimangal,December,0.0
1978.0,Sylhet,January,0.0
1978.0,Sylhet,February,0.0
1978.0,Sylhet,March,50.0
1978.0,Sylhet,April,199.0
1978.0,Sylhet,May,791.0
1978.0,Sylhet,June,870.0
1978.0,Sylhet,July,722.0
1978.0,Sylhet,August,256.0
1978.0,Sylhet,September,335.0
1978.0,Sylhet,October,171.0
1978.0,Sylhet,November,2.0
1978.0,Sylhet,December,0.0
1978.0,Teknaf,January,0.0
1978.0,Teknaf,February,0.0
1978.0,Teknaf,March,0.0
1978.0,Teknaf,April,28.0
1978.0,Teknaf,May,420.0
1978.0,Teknaf,June,720.0
1978.0,Teknaf,July,564.0
1978.0,Teknaf,August,842.0
1978.0,Teknaf,September,715.0
1978.0,Teknaf,October,153.0
1978.0,Teknaf,November,0.0
1978.0,Teknaf,December,0.0
1979.0,Barisal,January,1.0
1979.0,Barisal,February,14.0
1979.0,Barisal,March,30.0
1979.0,Barisal,April,38.0
1979.0,Barisal,May,67.0
1979.0,Barisal,June,453.0
1979.0,Barisal,July,559.0
1979.0,Barisal,August,642.0
1979.0,Barisal,September,316.0
1979.0,Barisal,October,127.0
1979.0,Barisal,November,31.0
1979.0,Barisal,December,47.0
1979.0,Bogra,January,9.0
1979.0,Bogra,February,15.0
1979.0,Bogra,March,10.0
1979.0,Bogra,April,95.0
1979.0,Bogra,May,38.0
1979.0,Bogra,June,145.0
1979.0,Bogra,July,725.0
1979.0,Bogra,August,641.0
1979.0,Bogra,September,463.0
1979.0,Bogra,October,45.0
1979.0,Bogra,November,27.0
1979.0,Bogra,December,14.0
1979.0,Chandpur,January,38.0
1979.0,Chandpur,February,21.0
1979.0,Chandpur,March,7.0
1979.0,Chandpur,April,115.0
1979.0,Chandpur,May,218.0
1979.0,Chandpur,June,629.0
1979.0,Chandpur,July,556.0
1979.0,Chandpur,August,0.0
1979.0,Chandpur,September,289.0
1979.0,Chandpur,October,32.0
1979.0,Chandpur,November,10.0
1979.0,Chandpur,December,8.0
1979.0,Chittagong,January,1.0
1979.0,Chittagong,February,2.0
1979.0,Chittagong,March,1.0
1979.0,Chittagong,April,43.0
1979.0,Chittagong,May,213.0
1979.0,Chittagong,June,653.0
1979.0,Chittagong,July,446.0
1979.0,Chittagong,August,920.0
1979.0,Chittagong,September,425.0
1979.0,Chittagong,October,59.0
1979.0,Chittagong,November,52.0
1979.0,Chittagong,December,36.0
1979.0,Comilla,January,7.0
1979.0,Comilla,February,8.0
1979.0,Comilla,March,35.0
1979.0,Comilla,April,20.0
1979.0,Comilla,May,26.0
1979.0,Comilla,June,173.0
1979.0,Comilla,July,167.0
1979.0,Comilla,August,486.0
1979.0,Comilla,September,344.0
1979.0,Comilla,October,157.0
1979.0,Comilla,November,29.0
1979.0,Comilla,December,9.0
1979.0,CoxsBazar,January,0.0
1979.0,CoxsBazar,February,0.0
1979.0,CoxsBazar,March,0.0
1979.0,CoxsBazar,April,3.0
1979.0,CoxsBazar,May,22.0
1979.0,CoxsBazar,June,35.0
1979.0,CoxsBazar,July,195.0
1979.0,CoxsBazar,August,332.0
1979.0,CoxsBazar,September,102.0
1979.0,CoxsBazar,October,17.0
1979.0,CoxsBazar,November,0.0
1979.0,CoxsBazar,December,10.0
1979.0,Dhaka,January,3.0
1979.0,Dhaka,February,13.0
1979.0,Dhaka,March,6.0
1979.0,Dhaka,April,17.0
1979.0,Dhaka,May,114.0
1979.0,Dhaka,June,258.0
1979.0,Dhaka,July,267.0
1979.0,Dhaka,August,525.0
1979.0,Dhaka,September,382.0
1979.0,Dhaka,October,146.0
1979.0,Dhaka,November,55.0
1979.0,Dhaka,December,51.0
1979.0,Faridpur,January,9.0
1979.0,Faridpur,February,27.0
1979.0,Faridpur,March,65.0
1979.0,Faridpur,April,22.0
1979.0,Faridpur,May,14.0
1979.0,Faridpur,June,467.0
1979.0,Faridpur,July,296.0
1979.0,Faridpur,August,377.0
1979.0,Faridpur,September,278.0
1979.0,Faridpur,October,181.0
1979.0,Faridpur,November,36.0
1979.0,Faridpur,December,37.0
1979.0,Feni,January,0.0
1979.0,Feni,February,7.0
1979.0,Feni,March,64.0
1979.0,Feni,April,17.0
1979.0,Feni,May,153.0
1979.0,Feni,June,653.0
1979.0,Feni,July,0.0
1979.0,Feni,August,0.0
1979.0,Feni,September,0.0
1979.0,Feni,October,0.0
1979.0,Feni,November,54.0
1979.0,Feni,December,16.0
1979.0,Hatiya,January,0.0
1979.0,Hatiya,February,15.0
1979.0,Hatiya,March,1.0
1979.0,Hatiya,April,17.0
1979.0,Hatiya,May,94.0
1979.0,Hatiya,June,634.0
1979.0,Hatiya,July,718.0
1979.0,Hatiya,August,1115.0
1979.0,Hatiya,September,580.0
1979.0,Hatiya,October,165.0
1979.0,Hatiya,November,9.0
1979.0,Hatiya,December,32.0
1979.0,Ishurdi,January,24.0
1979.0,Ishurdi,February,25.0
1979.0,Ishurdi,March,5.0
1979.0,Ishurdi,April,18.0
1979.0,Ishurdi,May,4.0
1979.0,Ishurdi,June,373.0
1979.0,Ishurdi,July,432.0
1979.0,Ishurdi,August,463.0
1979.0,Ishurdi,September,163.0
1979.0,Ishurdi,October,6.0
1979.0,Ishurdi,November,33.0
1979.0,Ishurdi,December,10.0
1979.0,Jessore,January,45.0
1979.0,Jessore,February,36.0
1979.0,Jessore,March,6.0
1979.0,Jessore,April,18.0
1979.0,Jessore,May,17.0
1979.0,Jessore,June,203.0
1979.0,Jessore,July,359.0
1979.0,Jessore,August,394.0
1979.0,Jessore,September,402.0
1979.0,Jessore,October,119.0
1979.0,Jessore,November,14.0
1979.0,Jessore,December,38.0
1979.0,Khepupara,January,8.0
1979.0,Khepupara,February,2.0
1979.0,Khepupara,March,56.0
1979.0,Khepupara,April,9.0
1979.0,Khepupara,May,59.0
1979.0,Khepupara,June,832.0
1979.0,Khepupara,July,395.0
1979.0,Khepupara,August,740.0
1979.0,Khepupara,September,545.0
1979.0,Khepupara,October,0.0
1979.0,Khepupara,November,0.0
1979.0,Khepupara,December,0.0
1979.0,Khulna,January,12.0
1979.0,Khulna,February,26.0
1979.0,Khulna,March,1.0
1979.0,Khulna,April,12.0
1979.0,Khulna,May,97.0
1979.0,Khulna,June,356.0
1979.0,Khulna,July,533.0
1979.0,Khulna,August,633.0
1979.0,Khulna,September,239.0
1979.0,Khulna,October,93.0
1979.0,Khulna,November,0.0
1979.0,Khulna,December,31.0
1979.0,M.court,January,3.0
1979.0,M.court,February,5.0
1979.0,M.court,March,65.0
1979.0,M.court,April,50.0
1979.0,M.court,May,79.0
1979.0,M.court,June,540.0
1979.0,M.court,July,639.0
1979.0,M.court,August,525.0
1979.0,M.court,September,340.0
1979.0,M.court,October,8.0
1979.0,M.court,November,60.0
1979.0,M.court,December,26.0
1979.0,Mymensingh,January,0.0
1979.0,Mymensingh,February,2.0
1979.0,Mymensingh,March,6.0
1979.0,Mymensingh,April,45.0
1979.0,Mymensingh,May,195.0
1979.0,Mymensingh,June,184.0
1979.0,Mymensingh,July,220.0
1979.0,Mymensingh,August,125.0
1979.0,Mymensingh,September,100.0
1979.0,Mymensingh,October,52.0
1979.0,Mymensingh,November,18.0
1979.0,Mymensingh,December,11.0
1979.0,Patuakhali,January,1.0
1979.0,Patuakhali,February,2.0
1979.0,Patuakhali,March,0.0
1979.0,Patuakhali,April,0.0
1979.0,Patuakhali,May,0.0
1979.0,Patuakhali,June,395.0
1979.0,Patuakhali,July,378.0
1979.0,Patuakhali,August,682.0
1979.0,Patuakhali,September,480.0
1979.0,Patuakhali,October,57.0
1979.0,Patuakhali,November,40.0
1979.0,Patuakhali,December,51.0
1979.0,Rajshahi,January,45.0
1979.0,Rajshahi,February,17.0
1979.0,Rajshahi,March,2.0
1979.0,Rajshahi,April,35.0
1979.0,Rajshahi,May,13.0
1979.0,Rajshahi,June,46.0
1979.0,Rajshahi,July,492.0
1979.0,Rajshahi,August,275.0
1979.0,Rajshahi,September,379.0
1979.0,Rajshahi,October,188.0
1979.0,Rajshahi,November,28.0
1979.0,Rajshahi,December,28.0
1979.0,Rangamati,January,0.0
1979.0,Rangamati,February,2.0
1979.0,Rangamati,March,0.0
1979.0,Rangamati,April,61.0
1979.0,Rangamati,May,172.0
1979.0,Rangamati,June,519.0
1979.0,Rangamati,July,710.0
1979.0,Rangamati,August,605.0
1979.0,Rangamati,September,355.0
1979.0,Rangamati,October,63.0
1979.0,Rangamati,November,81.0
1979.0,Rangamati,December,36.0
1979.0,Rangpur,January,1.0
1979.0,Rangpur,February,15.0
1979.0,Rangpur,March,4.0
1979.0,Rangpur,April,36.0
1979.0,Rangpur,May,137.0
1979.0,Rangpur,June,291.0
1979.0,Rangpur,July,677.0
1979.0,Rangpur,August,510.0
1979.0,Rangpur,September,202.0
1979.0,Rangpur,October,132.0
1979.0,Rangpur,November,0.0
1979.0,Rangpur,December,43.0
1979.0,Sandwip,January,4.0
1979.0,Sandwip,February,7.0
1979.0,Sandwip,March,2.0
1979.0,Sandwip,April,47.0
1979.0,Sandwip,May,62.0
1979.0,Sandwip,June,700.0
1979.0,Sandwip,July,670.0
1979.0,Sandwip,August,618.0
1979.0,Sandwip,September,388.0
1979.0,Sandwip,October,54.0
1979.0,Sandwip,November,5.0
1979.0,Sandwip,December,51.0
1979.0,Satkhira,January,48.0
1979.0,Satkhira,February,0.0
1979.0,Satkhira,March,14.0
1979.0,Satkhira,April,10.0
1979.0,Satkhira,May,47.0
1979.0,Satkhira,June,251.0
1979.0,Satkhira,July,295.0
1979.0,Satkhira,August,319.0
1979.0,Satkhira,September,90.0
1979.0,Satkhira,October,69.0
1979.0,Satkhira,November,0.0
1979.0,Satkhira,December,31.0
1979.0,Sitakunda,January,0.0
1979.0,Sitakunda,February,0.0
1979.0,Sitakunda,March,0.0
1979.0,Sitakunda,April,3.0
1979.0,Sitakunda,May,46.0
1979.0,Sitakunda,June,170.0
1979.0,Sitakunda,July,94.0
1979.0,Sitakunda,August,191.0
1979.0,Sitakunda,September,84.0
1979.0,Sitakunda,October,15.0
1979.0,Sitakunda,November,7.0
1979.0,Sitakunda,December,12.0
1979.0,Srimangal,January,2.0
1979.0,Srimangal,February,7.0
1979.0,Srimangal,March,24.0
1979.0,Srimangal,April,135.0
1979.0,Srimangal,May,279.0
1979.0,Srimangal,June,419.0
1979.0,Srimangal,July,451.0
1979.0,Srimangal,August,282.0
1979.0,Srimangal,September,270.0
1979.0,Srimangal,October,39.0
1979.0,Srimangal,November,19.0
1979.0,Srimangal,December,66.0
1979.0,Sylhet,January,0.0
1979.0,Sylhet,February,7.0
1979.0,Sylhet,March,58.0
1979.0,Sylhet,April,119.0
1979.0,Sylhet,May,356.0
1979.0,Sylhet,June,929.0
1979.0,Sylhet,July,1322.0
1979.0,Sylhet,August,288.0
1979.0,Sylhet,September,587.0
1979.0,Sylhet,October,249.0
1979.0,Sylhet,November,6.0
1979.0,Sylhet,December,33.0
1979.0,Teknaf,January,0.0
1979.0,Teknaf,February,6.0
1979.0,Teknaf,March,0.0
1979.0,Teknaf,April,7.0
1979.0,Teknaf,May,28.0
1979.0,Teknaf,June,199.0
1979.0,Teknaf,July,472.0
1979.0,Teknaf,August,459.0
1979.0,Teknaf,September,137.0
1979.0,Teknaf,October,50.0
1979.0,Teknaf,November,0.0
1979.0,Teknaf,December,11.0
1980.0,Barisal,January,0.0
1980.0,Barisal,February,55.0
1980.0,Barisal,March,47.0
1980.0,Barisal,April,13.0
1980.0,Barisal,May,235.0
1980.0,Barisal,June,272.0
1980.0,Barisal,July,526.0
1980.0,Barisal,August,297.0
1980.0,Barisal,September,192.0
1980.0,Barisal,October,282.0
1980.0,Barisal,November,0.0
1980.0,Barisal,December,0.0
1980.0,Bhola,January,0.0
1980.0,Bhola,February,144.0
1980.0,Bhola,March,144.0
1980.0,Bhola,April,42.0
1980.0,Bhola,May,749.0
1980.0,Bhola,June,435.0
1980.0,Bhola,July,678.0
1980.0,Bhola,August,308.0
1980.0,Bhola,September,180.0
1980.0,Bhola,October,322.0
1980.0,Bhola,November,0.0
1980.0,Bhola,December,0.0
1980.0,Bogra,January,9.0
1980.0,Bogra,February,3.0
1980.0,Bogra,March,15.0
1980.0,Bogra,April,69.0
1980.0,Bogra,May,263.0
1980.0,Bogra,June,326.0
1980.0,Bogra,July,410.0
1980.0,Bogra,August,237.0
1980.0,Bogra,September,195.0
1980.0,Bogra,October,89.0
1980.0,Bogra,November,0.0
1980.0,Bogra,December,0.0
1980.0,Chittagong,January,0.0
1980.0,Chittagong,February,28.0
1980.0,Chittagong,March,52.0
1980.0,Chittagong,April,46.0
1980.0,Chittagong,May,456.0
1980.0,Chittagong,June,517.0
1980.0,Chittagong,July,627.0
1980.0,Chittagong,August,702.0
1980.0,Chittagong,September,229.0
1980.0,Chittagong,October,275.0
1980.0,Chittagong,November,0.0
1980.0,Chittagong,December,0.0
1980.0,Comilla,January,0.0
1980.0,Comilla,February,41.0
1980.0,Comilla,March,50.0
1980.0,Comilla,April,82.0
1980.0,Comilla,May,429.0
1980.0,Comilla,June,195.0
1980.0,Comilla,July,472.0
1980.0,Comilla,August,428.0
1980.0,Comilla,September,219.0
1980.0,Comilla,October,175.0
1980.0,Comilla,November,0.0
1980.0,Comilla,December,2.0
1980.0,CoxsBazar,January,0.0
1980.0,CoxsBazar,February,2.0
1980.0,CoxsBazar,March,27.0
1980.0,CoxsBazar,April,0.0
1980.0,CoxsBazar,May,117.0
1980.0,CoxsBazar,June,258.0
1980.0,CoxsBazar,July,185.0
1980.0,CoxsBazar,August,267.0
1980.0,CoxsBazar,September,0.0
1980.0,CoxsBazar,October,0.0
1980.0,CoxsBazar,November,0.0
1980.0,CoxsBazar,December,0.0
1980.0,Dhaka,January,3.0
1980.0,Dhaka,February,32.0
1980.0,Dhaka,March,54.0
1980.0,Dhaka,April,147.0
1980.0,Dhaka,May,414.0
1980.0,Dhaka,June,323.0
1980.0,Dhaka,July,380.0
1980.0,Dhaka,August,269.0
1980.0,Dhaka,September,296.0
1980.0,Dhaka,October,300.0
1980.0,Dhaka,November,0.0
1980.0,Dhaka,December,0.0
1980.0,Faridpur,January,3.0
1980.0,Faridpur,February,99.0
1980.0,Faridpur,March,54.0
1980.0,Faridpur,April,98.0
1980.0,Faridpur,May,397.0
1980.0,Faridpur,June,341.0
1980.0,Faridpur,July,312.0
1980.0,Faridpur,August,243.0
1980.0,Faridpur,September,213.0
1980.0,Faridpur,October,290.0
1980.0,Faridpur,November,22.0
1980.0,Faridpur,December,0.0
1980.0,Feni,January,12.0
1980.0,Feni,February,41.0
1980.0,Feni,March,66.0
1980.0,Feni,April,74.0
1980.0,Feni,May,515.0
1980.0,Feni,June,115.0
1980.0,Feni,July,137.0
1980.0,Feni,August,219.0
1980.0,Feni,September,32.0
1980.0,Feni,October,307.0
1980.0,Feni,November,3.0
1980.0,Feni,December,0.0
1980.0,Hatiya,January,0.0
1980.0,Hatiya,February,13.0
1980.0,Hatiya,March,141.0
1980.0,Hatiya,April,22.0
1980.0,Hatiya,May,299.0
1980.0,Hatiya,June,385.0
1980.0,Hatiya,July,885.0
1980.0,Hatiya,August,724.0
1980.0,Hatiya,September,302.0
1980.0,Hatiya,October,387.0
1980.0,Hatiya,November,0.0
1980.0,Hatiya,December,0.0
1980.0,Ishurdi,January,13.0
1980.0,Ishurdi,February,6.0
1980.0,Ishurdi,March,6.0
1980.0,Ishurdi,April,0.0
1980.0,Ishurdi,May,381.0
1980.0,Ishurdi,June,269.0
1980.0,Ishurdi,July,206.0
1980.0,Ishurdi,August,101.0
1980.0,Ishurdi,September,248.0
1980.0,Ishurdi,October,210.0
1980.0,Ishurdi,November,0.0
1980.0,Ishurdi,December,0.0
1980.0,Jessore,January,8.0
1980.0,Jessore,February,60.0
1980.0,Jessore,March,57.0
1980.0,Jessore,April,4.0
1980.0,Jessore,May,193.0
1980.0,Jessore,June,214.0
1980.0,Jessore,July,309.0
1980.0,Jessore,August,309.0
1980.0,Jessore,September,85.0
1980.0,Jessore,October,119.0
1980.0,Jessore,November,0.0
1980.0,Jessore,December,0.0
1980.0,Khepupara,January,0.0
1980.0,Khepupara,February,17.0
1980.0,Khepupara,March,47.0
1980.0,Khepupara,April,21.0
1980.0,Khepupara,May,272.0
1980.0,Khepupara,June,502.0
1980.0,Khepupara,July,560.0
1980.0,Khepupara,August,649.0
1980.0,Khepupara,September,232.0
1980.0,Khepupara,October,308.0
1980.0,Khepupara,November,0.0
1980.0,Khepupara,December,0.0
1980.0,Khulna,January,0.0
1980.0,Khulna,February,101.0
1980.0,Khulna,March,151.0
1980.0,Khulna,April,23.0
1980.0,Khulna,May,222.0
1980.0,Khulna,June,348.0
1980.0,Khulna,July,300.0
1980.0,Khulna,August,421.0
1980.0,Khulna,September,137.0
1980.0,Khulna,October,126.0
1980.0,Khulna,November,0.0
1980.0,Khulna,December,1.0
1980.0,M.court,January,0.0
1980.0,M.court,February,61.0
1980.0,M.court,March,71.0
1980.0,M.court,April,45.0
1980.0,M.court,May,554.0
1980.0,M.court,June,267.0
1980.0,M.court,July,784.0
1980.0,M.court,August,376.0
1980.0,M.court,September,273.0
1980.0,M.court,October,186.0
1980.0,M.court,November,1.0
1980.0,M.court,December,2.0
1980.0,Madaripur,January,0.0
1980.0,Madaripur,February,32.0
1980.0,Madaripur,March,87.0
1980.0,Madaripur,April,54.0
1980.0,Madaripur,May,247.0
1980.0,Madaripur,June,231.0
1980.0,Madaripur,July,381.0
1980.0,Madaripur,August,291.0
1980.0,Madaripur,September,303.0
1980.0,Madaripur,October,266.0
1980.0,Madaripur,November,0.0
1980.0,Madaripur,December,0.0
1980.0,Mymensingh,January,2.0
1980.0,Mymensingh,February,11.0
1980.0,Mymensingh,March,16.0
1980.0,Mymensingh,April,84.0
1980.0,Mymensingh,May,723.0
1980.0,Mymensingh,June,289.0
1980.0,Mymensingh,July,309.0
1980.0,Mymensingh,August,464.0
1980.0,Mymensingh,September,214.0
1980.0,Mymensingh,October,209.0
1980.0,Mymensingh,November,0.0
1980.0,Mymensingh,December,0.0
1980.0,Rajshahi,January,29.0
1980.0,Rajshahi,February,12.0
1980.0,Rajshahi,March,69.0
1980.0,Rajshahi,April,0.0
1980.0,Rajshahi,May,156.0
1980.0,Rajshahi,June,349.0
1980.0,Rajshahi,July,281.0
1980.0,Rajshahi,August,316.0
1980.0,Rajshahi,September,215.0
1980.0,Rajshahi,October,149.0
1980.0,Rajshahi,November,0.0
1980.0,Rajshahi,December,0.0
1980.0,Rangamati,January,10.0
1980.0,Rangamati,February,76.0
1980.0,Rangamati,March,90.0
1980.0,Rangamati,April,41.0
1980.0,Rangamati,May,628.0
1980.0,Rangamati,June,435.0
1980.0,Rangamati,July,997.0
1980.0,Rangamati,August,448.0
1980.0,Rangamati,September,249.0
1980.0,Rangamati,October,279.0
1980.0,Rangamati,November,0.0
1980.0,Rangamati,December,0.0
1980.0,Rangpur,January,3.0
1980.0,Rangpur,February,14.0
1980.0,Rangpur,March,22.0
1980.0,Rangpur,April,38.0
1980.0,Rangpur,May,354.0
1980.0,Rangpur,June,426.0
1980.0,Rangpur,July,276.0
1980.0,Rangpur,August,579.0
1980.0,Rangpur,September,340.0
1980.0,Rangpur,October,68.0
1980.0,Rangpur,November,0.0
1980.0,Rangpur,December,0.0
1980.0,Sandwip,January,0.0
1980.0,Sandwip,February,48.0
1980.0,Sandwip,March,74.0
1980.0,Sandwip,April,46.0
1980.0,Sandwip,May,784.0
1980.0,Sandwip,June,233.0
1980.0,Sandwip,July,1555.0
1980.0,Sandwip,August,682.0
1980.0,Sandwip,September,288.0
1980.0,Sandwip,October,290.0
1980.0,Sandwip,November,0.0
1980.0,Sandwip,December,0.0
1980.0,Satkhira,January,3.0
1980.0,Satkhira,February,166.0
1980.0,Satkhira,March,74.0
1980.0,Satkhira,April,11.0
1980.0,Satkhira,May,99.0
1980.0,Satkhira,June,192.0
1980.0,Satkhira,July,0.0
1980.0,Satkhira,August,209.0
1980.0,Satkhira,September,104.0
1980.0,Satkhira,October,110.0
1980.0,Satkhira,November,0.0
1980.0,Satkhira,December,0.0
1980.0,Sitakunda,January,0.0
